\,watt-median,L1-dcache-loads,L1-dcache-loads-root,L1-dcache-loads-square,L1-dcache-stores,L1-dcache-stores-root,L1-dcache-stores-square,L1-icache-load-misses,L1-icache-load-misses-root,L1-icache-load-misses-square,LLC-loads,LLC-loads-root,LLC-loads-square,LLC-load-misses,LLC-load-misses-root,LLC-load-misses-square,LLC-stores,LLC-stores-root,LLC-stores-square,LLC-store-misses,LLC-store-misses-root,LLC-store-misses-square,dTLB-loads,dTLB-loads-root,dTLB-loads-square,dTLB-load-misses,dTLB-load-misses-root,dTLB-load-misses-square,dTLB-stores,dTLB-stores-root,dTLB-stores-square,dTLB-store-misses,dTLB-store-misses-root,dTLB-store-misses-square,iTLB-load-misses,iTLB-load-misses-root,iTLB-load-misses-square,branch-loads,branch-loads-root,branch-loads-square,branch-load-misses,branch-load-misses-root,branch-load-misses-square,L1-dcache-load-misses,L1-dcache-load-misses-root,L1-dcache-load-misses-square,node-loads,node-loads-root,node-loads-square,branch-instructions,branch-instructions-root,branch-instructions-square,branch-misses,branch-misses-root,branch-misses-square,bus-cycles,bus-cycles-root,bus-cycles-square,cache-misses,cache-misses-root,cache-misses-square,cache-references,cache-references-root,cache-references-square,cpu-cycles,cpu-cycles-root,cpu-cycles-square,instructions,instructions-root,instructions-square,mem-stores,mem-stores-root,mem-stores-square,ref-cycles,ref-cycles-root,ref-cycles-square,mem-loads-aux,mem-loads-aux-root,mem-loads-aux-square,slots,slots-root,slots-square,topdown-br-mispredict,topdown-br-mispredict-root,topdown-br-mispredict-square,topdown-fetch-lat,topdown-fetch-lat-root,topdown-fetch-lat-square,cstate_core/c1-residency/,cstate_core/c1-residency/-root,cstate_core/c1-residency/-square,cstate_core/c6-residency/,cstate_core/c6-residency/-root,cstate_core/c6-residency/-square,cstate_core/c7-residency/,cstate_core/c7-residency/-root,cstate_core/c7-residency/-square,msr/aperf/,msr/aperf/-root,msr/aperf/-square,msr/mperf/,msr/mperf/-root,msr/mperf/-square,msr/pperf/,msr/pperf/-root,msr/pperf/-square,msr/smi/,msr/smi/-root,msr/smi/-square,msr/tsc/,msr/tsc/-root,msr/tsc/-square,uncore_clock/clockticks/,uncore_clock/clockticks/-root,uncore_clock/clockticks/-square,unc_m_clockticks,unc_m_clockticks-root,unc_m_clockticks-square,unc_mc0_wrcas_count_freerun,unc_mc0_wrcas_count_freerun-root,unc_mc0_wrcas_count_freerun-square,unc_m_dram_page_hit_wr,unc_m_dram_page_hit_wr-root,unc_m_dram_page_hit_wr-square,unc_m_vc0_requests_wr,unc_m_vc0_requests_wr-root,unc_m_vc0_requests_wr-square,unc_m_dram_page_empty_wr,unc_m_dram_page_empty_wr-root,unc_m_dram_page_empty_wr-square,unc_m_cas_count_wr,unc_m_cas_count_wr-root,unc_m_cas_count_wr-square,unc_m_act_count_wr,unc_m_act_count_wr-root,unc_m_act_count_wr-square,unc_m_prefetch_rd,unc_m_prefetch_rd-root,unc_m_prefetch_rd-square,unc_m_dram_page_miss_wr,unc_m_dram_page_miss_wr-root,unc_m_dram_page_miss_wr-square,unc_m_pre_count_idle,unc_m_pre_count_idle-root,unc_m_pre_count_idle-square,unc_m_act_count_total,unc_m_act_count_total-root,unc_m_act_count_total-square,unc_m_pre_count_page_miss,unc_m_pre_count_page_miss-root,unc_m_pre_count_page_miss-square,unc_m_act_count_rd,unc_m_act_count_rd-root,unc_m_act_count_rd-square,unc_m_dram_page_miss_rd,unc_m_dram_page_miss_rd-root,unc_m_dram_page_miss_rd-square,unc_m_cas_count_rd,unc_m_cas_count_rd-root,unc_m_cas_count_rd-square,unc_m_dram_page_empty_rd,unc_m_dram_page_empty_rd-root,unc_m_dram_page_empty_rd-square,unc_m_vc0_requests_rd,unc_m_vc0_requests_rd-root,unc_m_vc0_requests_rd-square,unc_mc0_rdcas_count_freerun,unc_mc0_rdcas_count_freerun-root,unc_mc0_rdcas_count_freerun-square,unc_m_dram_page_hit_rd,unc_m_dram_page_hit_rd-root,unc_m_dram_page_hit_rd-square
sleep 10s,2.215,42719.346441139,206.68658989189163,1824942560.3580554,23047.2073897665,151.81306725630208,531173768.46690756,7330.69213405441,85.6194611875969,53739047.16428721,451.64872279093,21.252028674715504,203986.56879867832,16.6354955240594,4.078663448246178,276.73971133100036,184.385043203796,13.578845429704103,33997.84415726571,69.0323257375639,8.308569415823875,4765.461996737126,42609.6627329114,206.42108112523633,1815583358.2124584,44.349560782673,6.659546589871791,1966.883541616007,22913.8732964248,151.3732912254497,525045589.4446096,38.0708589190586,6.170158743424564,1449.3902988348639,24.2872467829329,4.928209287655395,589.8703562950845,34344.5558605868,185.3228422526128,1179548517.260967,996.672959170113,31.57012763943334,993356.9875409098,1076.00466280125,32.8025100076389,1157786.034370032,4.18095580087288,2.044738565409495,17.480391408852586,33790.9825154881,183.82323714777763,1141830499.3620222,942.009160563335,30.69216773972368,887381.258585239,570845.772459062,755.5433623949469,325864895934.38324,1255.30309670179,35.430256797006,1575785.8645891037,3474.46230318969,58.944569751502044,12071888.296286205,146835.711716763,383.19148179045294,21560726235.368332,166036.534085606,407.475807975892,27568130651.1606,22516.2894844968,150.05428845753391,506983292.1496611,505857.081648868,711.236305069467,255891387054.30948,551.219330700497,23.47806062477259,303842.7505379039,847313.075476491,920.4961029121694,717939447873.4298,96361.0690730877,310.4207935578538,9285455632.908379,262500.846772341,512.3483646625028,68906694556.19604,50881697.0142322,7133.1407538497515,2588947091048126.5,27922932730.0366,167101.56411606865,7.796901722461492e+20,20726710336.0688,143967.7406090295,4.295965213553013e+20,144124.296143979,379.63705844395514,20771812738.997364,558506.55350335,747.3329602682796,311929570306.19037,138159.017267453,371.6974808462562,19087914052.308372,0,0.0,0.0,558625.395122914,747.4124665289669,312062332076.23175,30511604.5058851,5523.731031276333,930958009523548.0,193877055.717959,13923.974135208633,3.758831273386458e+16,38108.9691866304,195.2151868749724,1452293532.4675453,24735.3101632545,157.27463292996268,611835568.8724014,69405.358558394,263.44896765482684,4817103796.619235,38722.9077554697,196.78137044819488,1499463585.0386155,69404.3604629904,263.4470733619761,4816965251.276705,30889.8550277982,175.75509957835703,954183143.6383897,97609.7623190231,312.4256108564455,9527665699.976181,8080.29682921591,89.89047129265654,65291196.848236695,115681.134566888,340.11929461129955,13382124894.68245,212025.321442119,460.4620738368351,44954736932.63388,48670.998493994,220.61504593747452,2368866094.4023657,149885.567304874,387.1505744602144,22465683286.303917,12074.1517414161,109.8824451011903,145785140.27474147,648342.72274208,805.197319134931,420348286132.6136,200609.744708053,447.89479200818243,40244269671.8302,674131.878689736,821.0553444742541,454453789865.7529,337378.080309299,580.8425606903294,113823969073.1878,460749.201978435,678.785092631265,212289827123.76468
sum_up_benchmark,14.245,2398100767.03948,48970.40705405133,5.750887288875343e+18,990318542.429577,31469.327009479835,9.807308154798419e+17,12920050.3017125,3594.4471482708577,166927699798781.25,2156967.2092509,1468.6617068783744,4652507541783.615,28052.0924467564,167.487588933498,786919890.6413674,2474686.39010385,1573.1135973297828,6124072729365.225,1023968.82756434,1011.9134486527689,1048512159823.489,2448665565.23719,49483.99302034133,5.995963050378366e+18,228864.49795563,478.39784484843784,52378958424.482574,1011212804.21928,31799.572390509908,1.0225513354170199e+18,779064.479622309,882.6462936093421,606941463409.1791,124469.451152497,352.80228337200003,15492644270.203836,2981101783.67142,54599.4668808352,8.886967844608923e+18,19694015.6685518,4437.794009251871,387854253153163.75,11258535.9427986,3355.374188194008,126754631575287.95,5822.80172589534,76.30728488090334,33905019.939089745,2494365177.14515,49943.6199843899,6.221857636954357e+18,16444500.1698355,4055.181891091385,270421585835719.8,3653554623.91341,60444.64098589229,1.334846138991906e+19,4992477.54565953,2234.3852724316657,24924832043914.605,38541326.8275071,6208.166140456222,1485433873624718.5,3574749221.77791,59789.206565883695,1.2778831998601775e+19,10786708483.1542,103859.07992638004,1.1635307990055077e+20,935133750.275786,30579.95667550538,8.744751309048562e+17,3644126991.12467,60366.60493289871,1.3279661527443341e+19,1426018.86738766,1194.160318963773,2033529810145.585,19476959691.2581,139559.87851548917,3.7935195881489275e+20,2251152785.08088,47446.31476817647,5.067688861777404e+18,1856183056.88812,43083.44295536419,3.4454155406785254e+18,8653301586.37003,93023.12393362216,7.487962834467407e+19,28167376350.096,167831.3926239546,7.934010904479475e+20,7006278941.99958,83703.51809810374,4.908794461310676e+19,3035016136.10917,55090.98053319772,9.211322946443036e+18,3647934967.68704,60398.13712099935,1.3307429528473844e+19,3013202808.95103,54892.648040981134,9.079391167870376e+18,0,0.0,0.0,3678890314.21349,60653.85654856161,1.3534233944013832e+19,2886444871.14893,53725.64444610162,8.331563994181964e+18,2388430751.71556,48871.574066276604,5.704601455740555e+18,3289666.31442916,1813.7437289841032,10821904460289.934,1837678.71954134,1355.610091265678,3377063076255.0986,6070306.35271271,2463.7991705317036,36848619215784.29,4066379.65685716,2016.526631824425,16535443513701.754,6070319.21475159,2463.801780734723,36848775368982.36,2979954.14119899,1726.2543674670283,8880126683649.01,1446341.18297624,1202.6392572073473,2091902817573.1096,426489.636969072,653.0617405491398,181893410442.0108,3138600.71074149,1771.6096383632287,9850814421466.986,4942901.62358214,2223.2637323498398,24432276460410.953,1101468.53092154,1049.5087093119046,1213232924610.4556,1373949.98754671,1172.1561276326247,1887738568279.6047,177482.538850469,421.2867655771648,31500051596.808235,5218760.19002286,2284.4605906040183,27235457920967.434,2299359.20923112,1516.3638116333166,5287052773075.962,6650064.66955662,2578.7719305042506,44223360109285.195,3442424.81107241,1855.377269202253,11850288579886.918,4339139.17328057,2083.0600503299393,18828128765097.984
cache_miss_bench,11.34,582235027.159109,24129.546766549698,3.389976268509684e+17,202300692.286645,14223.244787552698,4.092557009965582e+16,94674.0156094007,307.6914292101759,8963169231.609047,121520424.954,11023.630298318245,1.4767213681000744e+16,51678042.1666237,7188.7441300009905,2670620042175337.0,64743.3332971551,254.4471129668307,4191699206.4265122,51734.7228490852,227.45268265968022,2676481548.2716584,599384996.870713,24482.3405104723,3.5926237447370464e+17,87656158.7722629,9362.486783556114,7683602170708162.0,208227897.438353,14430.103860969019,4.3358857271597256e+16,29348.9887505279,171.31546559061124,861363140.6786132,36.0116511417157,6.00097084993051,1296.8390179526339,114236453.215722,10688.145452590079,1.304996724330784e+16,64828.8904869836,254.6151811793311,4202785041.773312,136165083.581038,11668.979543260755,1.8540929986631064e+16,947.07252520692,30.774543460576634,896946.368001812,128505555.346345,11336.029081929219,1.651367775487254e+16,72777.2913962448,269.77266613992754,5296534142.973927,3479212561.79402,58984.850273557706,1.2104920050145309e+19,81096221.9327985,9005.344076313715,6576597211773709.0,113008972.180186,10630.56782021478,1.2771027793222054e+16,3476026954.09765,58957.840480275816,1.2082763385613386e+19,1281291382.40083,35795.13070797242,1.6417076066146301e+18,214170626.399043,14634.569566579094,4.586905721215845e+16,3479269022.34249,58985.32887373342,1.2105312929832067e+19,25299.3881790032,159.0578139514158,640059042.2318869,20767561760.6694,144109.54777761744,4.312916214832179e+20,82125349.2444145,9062.303749291043,6744572988517052.0,162882837.28061,12762.55606375972,2.653081868058167e+16,384656147.466682,19612.652739154946,1.4796035178390982e+17,28637442438.3484,169226.00993449087,8.20103109409718e+20,15887289808.9999,126044.79286745605,2.5240597747515212e+20,3482529550.96336,59012.96087270456,1.2128012073333062e+19,3483690944.82958,59022.800211694295,1.213610259908761e+19,811956522.588494,28494.850808321386,6.592733945739995e+17,0,0.0,0.0,3485255141.00037,59036.04950367504,1.2147003397869509e+19,2889355846.09593,53752.728731627474,8.348377205368729e+18,2391798392.97014,48906.01591798436,5.720699552614544e+18,52177.07517197,228.42301804321298,2722447173.501408,20632.5320820768,143.64028711359776,425701380.1179284,102655.740108196,320.39934473746354,10538200977.16148,76160.6055827163,275.97211015375507,5800437842.726078,102655.11561571,320.3983701826681,10538072762.07479,50501.3195552829,224.72498649523354,2550383276.824799,10050382.2068206,3170.233777944554,101010182503176.11,6264.64446261801,79.14950702700561,39245770.2430105,68788262.6633692,8293.868980359479,4731825080244672.0,72506257.7907405,8515.060645159288,5257157418817318.0,3475689.54153574,1864.3201285014707,12080417789140.922,72748268.1849098,8529.259533213291,5292310523903560.0,2232577.17615375,1494.181105540339,4984400847482.653,81984418.9506497,9054.524777736802,6721444950675649.0,70786721.4667744,8413.484502082025,5010759936014700.0,80350122.1525444,8963.822965261217,6456142129928805.0,40177299.7884985,6338.556601348489,1614215418294881.5,7356386.56845746,2712.265947221522,54116423344581.33
stress-ng --cpu 1 --cpu-method all --timeout 10s,11.97,1005903131.18231,31715.97596137174,1.0118411093223756e+18,454207948.671444,21312.15495137561,2.0630486063632112e+17,10208746.4329497,3195.1128983104336,104218503732263.22,32018.0095896178,178.93576945266645,1025152938.0808574,1642.18364866855,40.52386517434572,2696767.1359543516,103803.020747429,322.18476181754625,10775067116.291174,21765.1943936277,147.53031686276452,473723686.9924026,1010940135.32022,31795.284796966673,1.0219999572012648e+18,704.94323211735,26.550767072108293,496944.96050805604,456253350.541359,21360.087793390714,2.0816711988021622e+17,4702.53686322636,68.57504548468313,22113852.95000281,35105.735080082,187.3652451232138,1232412635.5128999,837231056.777765,28934.945252717604,7.009558424332132e+17,12208214.1321854,3494.0254910611916,149040492297291.3,52382696.5060037,7237.589136308008,2743946893240092.5,407.931255715173,20.197308130421067,166407.90938935787,836436945.943892,28921.219648277147,6.996267645399453e+17,12211928.7529264,3494.557018124958,149131203866550.53,3471120338.00866,58916.21455939494,1.2048676400937353e+19,53466.1910279854,231.22757410824818,2858633583.041026,616823.601597441,785.3811823550657,380471355487.6386,3459890284.03631,58820.832058347405,1.197084077756886e+19,7621629449.29473,87301.94413238877,5.808923546235669e+19,455051238.647502,21331.930026312715,2.0707162979462582e+17,3477445130.65136,58969.86629331425,1.2092624636690854e+19,2769066.80189262,1664.0513218926333,7667730953343.822,20765340044.8997,144101.83914475102,4.311993471803151e+20,1789702118.26005,42304.87109376473,3.20303367210451e+18,1304740711.79302,36121.19477250192,1.7023483250101565e+18,604599475.588103,24588.6045880628,3.655405258814092e+17,28447693101.7754,168664.43935155805,8.092712428127996e+20,15794868352.9461,125677.63664608792,2.4947786628689825e+20,3469020003.55093,58898.38710483446,1.2034099785036495e+19,3480315186.61051,58994.19621124191,1.2112593798151748e+19,3468311246.0146,58892.37001526259,1.2029182899231347e+19,0,0.0,0.0,3479773304.24322,58989.60335722914,1.2108822248923777e+19,2887177322.09278,53732.46059964852,8.335792889206837e+18,2390913973.06679,48896.97304605664,5.716469626606024e+18,27314.6907989412,165.27156681940545,746092333.441763,16317.6202393485,127.74044089225816,266264730.2755958,51771.5988558322,227.53373124842875,2680298448.0892057,32802.1256677678,181.1135711860594,1075979448.3240314,51773.6905168734,227.53832757773668,2680515029.7369866,19302.3461023285,138.93288344495159,372580565.0540763,43078.2644298042,207.55304003989968,1855736866.2841337,3217.0356627483,56.718918032243,10349318.455394395,25455.1705964847,159.5467661736981,647965710.0961392,41481.4970537078,203.67006911597932,1720714597.8167686,11664.7410831815,108.00343088615982,136066184.5376623,26040.05319882,161.36930686726024,678084370.5973756,2958.15498510187,54.38892336773978,8750680.915883044,93194.883924399,305.27837120306936,8685286389.682201,31247.4373669069,176.76944692708324,976402341.9987695,89628.5233569507,299.3802320744486,8033272199.147456,45265.9245354403,212.75790122916774,2049003924.0481763,57601.7109917691,240.00356453971492,3317957109.1792927
stress-ng --cpu 1 --cpu-method ackermann --timeout 10s,11.8,1465998096.74925,38288.354583988716,2.1491504196724232e+18,1463532617.69375,38256.14483574828,2.14192772305352e+18,328193.094555771,572.8813965872613,107710707314.09323,15516.267806156,124.5643119282405,240754566.63235313,1036.87855831185,32.200598725984115,1075117.1446868603,28256.98024676,168.09812683893892,798456932.6657847,20985.1008009597,144.86235121990703,440374455.6264394,1341395368.82741,36625.064762091686,1.7993415355116232e+18,281.927177087556,16.79068721308202,79482.93318055816,1338924608.40205,36591.31875735077,1.792719106984583e+18,4606.06842368866,67.86802209942957,21215866.323701736,148.638286453864,12.191730248568659,22093.34019994093,3540054523.96373,59498.35732155746,1.253198603263607e+19,6220597.29527476,2494.1125265863125,38695830709979.66,105889.517575321,325.4066956522576,11212589932.334217,319.3255487115,17.869682389776827,101968.80605990057,3780247574.89374,61483.71796576505,1.4290271727490003e+19,6691412.49246643,2586.7764674332475,44775001144335.805,3474171929.36109,58942.10659079882,1.206987059476056e+19,45655.7610384701,213.67208764476024,2084448516.001884,96402.7251199548,310.4878824043779,9293485410.553566,2874183192.17341,53611.40916048943,8.260929022172132e+18,13220608939.9921,114980.90684975528,1.7478450074419905e+20,1345112338.01304,36675.773175395225,1.809327201874907e+18,3479367721.67125,58986.16551083186,1.2105999742607784e+19,37355.9270157709,193.27681448060682,1395465283.2076025,17257209880.8399,131366.70004548298,2.978112928713583e+20,541285853.78225,23265.5507947319,2.929903755047794e+17,544089268.876654,23325.721186635452,2.960331325067319e+17,131695871.531617,11475.882167904,1.734380257847217e+16,28743142196.589,169538.02581305764,8.261682233333352e+20,16033682601.774,126624.17858282043,2.5707897777443026e+20,3469457189.89128,58902.09834879637,1.2037133192488298e+19,3472385022.90169,58926.94649226014,1.205745774727197e+19,3468921322.92184,58897.549379595075,1.203341514462181e+19,0,0.0,0.0,3482207087.36502,59010.22866728293,1.2125766199295175e+19,2885323446.62302,53715.20684706538,8.325091391632545e+18,2391244172.39895,48900.34940978388,5.71804869203194e+18,23080.8985266403,151.92398930596937,532727876.79706633,14486.0479942266,120.35799929471493,209845586.49103647,49452.7859339137,222.37982357649648,2445578036.6254926,30728.3322984325,175.2949865182473,944230405.8428899,49455.4742833849,222.38586799386533,2445843936.5945454,18580.5771545219,136.3105907643346,345237847.3951411,40177.1585582788,200.44240708562347,1614204069.8170757,3228.94061495853,56.82376804611368,10426057.494928772,22947.3752299341,151.48391079561586,526582029.94339305,38081.8139959431,195.14562253851122,1450224557.2216077,12755.2465141137,112.93912747189833,162696313.6358097,28108.1591975968,167.654881222101,790068613.4774456,3552.09774533394,59.59947772702325,12617398.392406462,100656.006093423,317.26330719675576,10131631562.679209,32468.8758245494,180.19122016499415,1054227897.3100084,93109.0757311363,305.13779793912175,8669299983.506474,46924.2047523757,216.619954649556,2201880991.642878,59690.253550181,244.31588886149217,3562926368.8848953
stress-ng --cpu 1 --cpu-method apery --timeout 10s,10.825,467064066.493266,21611.665056012367,2.18148842209226e+17,464647545.691197,21555.684765072925,2.15897341716853e+17,298224.727226145,546.0995579801772,88937987929.10858,17793.371968626,133.39179873075406,316604086.01388556,1645.88119705996,40.56946138488851,2708924.9148355266,28385.2440863052,168.47920965598456,805722081.8391243,21377.7862203382,146.21144353414408,457009743.68248177,522369966.86632,22855.41438841834,2.7287038228392026e+17,297.854990263167,17.25847589629997,88717.59522467131,519933404.183746,22802.04824536046,2.7033074478609856e+17,4209.14037976033,64.87788821902521,17716862.736528933,185.515696442907,13.620414694234055,34416.073626696816,926339617.341393,30435.827857007487,8.581050866561984e+17,20188.5020890563,142.0862487683319,407575616.59983057,93821.1335234134,306.30235637913955,8802405095.618166,407.233300670096,20.180022315896878,165838.96117466083,927712385.018789,30458.37134547396,8.606502693172499e+17,19960.6907467264,141.28230868274485,398429175.0864489,3470697214.72734,58912.62356004306,1.2045739156316117e+19,44263.5229204816,210.38898003574616,1959259461.3319998,93237.5249504175,305.3482027954602,8693236058.879726,2872547100.23506,53596.14818468824,8.251526843068853e+18,8797289240.12112,93793.86568492163,7.739229797435084e+19,464926867.994119,21562.162878387662,2.1615699258282093e+17,3479850471.75015,58990.25743078386,1.2109359305739743e+19,37833.1689043338,194.5075034653774,1431348669.34385,20844691149.6808,144376.9065663924,4.3450114912558114e+20,806190.440986386,897.8810839896261,649943027137.8236,3697910.09996534,1922.995085788141,13674539107425.67,142293986.821336,11928.704322822994,2.0247578685510544e+16,28787338148.7745,169668.3180466362,8.287108376918878e+20,15800645695.3362,125700.61931166529,2.496604043895464e+20,2873237302.40087,53602.586713710654,8.255492595907828e+18,3469426562.34876,58901.83836136832,1.2036920671531135e+19,6286413124.54039,79286.90386526889,3.951898997239367e+19,0,0.0,0.0,3478277449.76463,58976.923027270845,1.2098414017541136e+19,2885082108.93414,53712.960344167775,8.323698775291866e+18,2391402395.19349,48901.96719144834,5.718805415737161e+18,23593.7286550047,153.60250211179732,556664031.8459898,14989.0777868521,122.42988927076631,224672452.90030304,44455.2033267436,210.84402606368434,1976265102.8221152,28293.8873161844,168.207869364618,800544059.4609404,44459.4882712713,210.85418722726683,1976646097.3433104,15993.107025377,126.46385659696212,255779472.32516313,48672.7559824828,220.61902905797314,2369037174.930315,3172.69923029985,56.32671861825301,10066020.405945262,29984.5674792757,173.16052517613736,899074286.919238,48559.907730209,220.3631269750205,2358064638.766412,10252.2189932172,101.25324188991284,105107994.28488351,22841.2455949519,151.1332048060647,521722500.3289095,2570.47840472981,50.69988564809402,6607359.229182309,83021.689375093,288.1348458189203,6892600906.69443,27065.4246466202,164.51572765732826,732537211.3018761,78295.9016700215,279.8140483786,6130248218.321675,39781.8436509857,199.4538634646762,1582595084.271471,50103.2907411867,223.8376437089765,2510339743.095885
stress-ng --cpu 1 --cpu-method bitops --timeout 10s,10.605,5617278.52553191,2370.0798563617873,31553818033401.953,3121465.53919391,1766.7669736538292,9743547112375.127,331388.712779431,575.6637150102749,109818478957.60823,16092.0384973956,126.85439880979926,258953703.00166205,1415.2451702434,37.61974442022965,2002918.8918972702,28722.7660989694,169.47792215793007,824997292.3761059,21156.2002983572,145.45171122526264,447584811.0642092,5440906.4067413,2332.5750591870137,29603462526918.52,259.555386977021,16.110722732919868,67368.99890879111,3012289.16503598,1735.5947582992926,9073886013793.16,4207.51897496083,64.8653911956201,17703215.924655434,582.085819920236,24.126454773137226,338823.90175221337,1927445784.97828,43902.68539597868,3.715047254030538e+18,97677.4193554013,312.533869133253,9540878251.930925,88346.5548410302,297.2314835965904,7805113752.279157,336.718171041153,18.34988204433895,113379.12670929919,2319965953.3024,48166.024885830055,5.382242024482314e+18,127620.262834344,357.2397833869347,16286931485.907045,3482817359.31967,59015.399340508324,1.213001675837844e+19,45228.4611846391,212.6698407970418,2045613701.1304054,94015.6106304266,306.61965140940754,8838935042.211983,3478087872.56663,58975.31579030866,1.2097095249295065e+19,14681102076.5603,121165.59774358521,2.155347581823832e+20,2983237.74379856,1727.2051828889814,8899707436024.322,3480176416.20692,58993.02006345259,1.2111627887922842e+19,38243.7784323014,195.56016576056945,1462586588.7789617,19717747286.7404,140419.8963350294,3.887895580637583e+20,833472.197743208,912.9469851766903,694675904410.8933,3711174.6760125,1926.440934991909,13772817475876.486,659885392.208697,25688.23450937602,4.354487308504258e+17,27899964710.7984,167032.8252494054,7.784080308637961e+20,15932973443.6178,126225.88262166282,2.5385964275503006e+20,3476944797.30136,58965.623860867956,1.2089145123480996e+19,3478814785.05703,58981.47832207184,1.2102152308731392e+19,3476687712.35478,58963.44386443841,1.2087357449238714e+19,0,0.0,0.0,3473455049.47044,58936.02505658521,1.2064889980691696e+19,2885360531.38042,53715.55204389526,8.325305396047901e+18,2390703740.98696,48894.82325345864,5.715464377169046e+18,25136.3283213635,158.54440488823155,631835001.4793808,15781.5510208345,125.62464336599925,249057352.62320247,45173.2488774202,212.5399935951354,2040622414.1413453,28228.0238125288,168.01197520572396,796821328.3606931,45178.8294880002,212.55312156729244,2041126633.9057963,16065.4816684584,126.74968113750188,258099701.2395729,44172.7263630041,210.17308667620622,1951229754.3408372,3224.23425482299,56.782341047397736,10395686.529973961,25447.7872394392,159.52362596004141,647589875.3837646,41562.1861675565,203.8680606852297,1727415319.026625,12309.009054395,110.94597358351946,151511703.90117806,27535.2863273484,165.9375976906632,758191993.1290598,2751.6060349333,52.45575311568122,7571335.7714813575,96255.5064412673,310.2507154564954,9265122520.264849,28652.8502352805,169.27152812945388,820985826.6054138,79982.107259334,282.81108051017736,6397137481.64361,40586.5282689631,201.46098448325696,1647266276.9273407,50131.9379682734,223.9016256490189,2513211204.454812
stress-ng --cpu 1 --cpu-method callfunc --timeout 10s,11.22,1398739261.54229,37399.72274686391,1.9564715217798707e+18,942999650.975056,30708.299382659665,8.892483417390775e+17,298563.71133285,546.4098382467596,89140289724.84537,16163.3784865597,127.1352763262805,261254804.09978098,1137.42440118779,33.72572313810024,1293734.2684174026,28838.1458951876,169.81797871599932,831638658.6721255,21633.3991514795,147.08296689786857,468003958.847234,1399244954.46111,37406.48278655867,1.9578864425848742e+18,261.08480945092,16.15811899482486,68165.2777260232,943341223.521815,30713.860446414335,8.898926639956348e+17,4210.9619266886,64.89192497290091,17732200.348020967,147.364838656287,12.139392021690666,21716.395672193496,3496135511.39335,59128.12792058742,1.2222963514025642e+19,4151417.75149923,2037.502822451844,17234269347462.924,107156.098973859,327.3470619600228,11482429547.295465,356.727828594239,18.88723983524959,127254.74369356075,2935760555.74407,54182.659179335875,8.618690040662731e+18,3478937.14463731,1865.190913723662,12103003656337.2,3475089409.22912,58949.88896706354,1.2076246402136394e+19,45641.5741501266,213.6388872610195,2083153290.9015048,92835.3682793705,304.6889697369606,8618405603.566349,2876169099.62274,53629.92727594118,8.272348689624681e+18,8523240765.31923,92321.39928163584,7.264563314359954e+19,942469343.133684,30699.66356710907,8.882484627468379e+17,3479711223.82301,58989.07715690262,1.210839020119983e+19,38183.1476810579,195.40508611870342,1457952766.833477,17254765555.7459,131357.3962734718,2.977269343837551e+20,473660230.811029,21763.7366003871,2.2435401425195728e+17,206219386.259123,14360.340743141263,4.252643526908937e+16,675352541.184696,25987.545886148924,4.561010548846264e+17,28680832827.0015,169354.16389035582,8.225901716504067e+20,15950198138.1508,126294.09383716564,2.5440882064626926e+20,2876838160.37241,53636.16466874202,8.276197800974911e+18,3474080841.5486,58941.33389692331,1.206923769361503e+19,2876278889.0066,53630.95084936123,8.27298024734504e+18,0,0.0,0.0,3482070633.9813,59009.072471792846,1.212481590003493e+19,2885916159.45831,53720.723742875154,8.328512079422602e+18,2390740569.67605,48895.19986334088,5.715640471494965e+18,26121.5471601633,161.62161724275407,682335226.0406353,14721.9725658376,121.33413602872689,216736476.2292749,45939.3977230009,214.33477954592647,2110428263.15206,28587.4650234794,169.07828075622072,817243156.468658,45945.4743760882,214.34895468858298,2110986615.6437771,16280.349793612,127.59447399324158,265049789.4023623,49753.2378715476,223.0543383831563,2475384678.7027984,3391.30631659453,58.23492351325388,11500958.532973958,28540.2657273153,168.93864486053894,814546767.7857684,44829.2941930167,211.72929460284115,2009665617.8440409,10209.7265241012,101.04319137923741,104238515.69693555,22491.6848173407,149.97228016317115,505875885.92259425,2479.90351910545,49.7986296910412,6149921.464071595,84671.9878461596,290.9845147875735,7169345525.820198,76357.5371266999,276.32867590371416,5830473476.055353,191565.653974283,437.68213805715556,36697399782.59473,97497.8457573542,312.2464503518882,9505829927.32483,111267.110310792,333.567250057304,12380369836.913958
