"command","watt","L1-dcache-loads","L1-dcache-stores","L1-icache-loads","L1-icache-load-misses","LLC-loads","LLC-load-misses","LLC-stores","LLC-store-misses","dTLB-loads","dTLB-load-misses","dTLB-stores","dTLB-store-misses","iTLB-load-misses","branch-loads","branch-load-misses","branch-instructions","branch-misses","bus-cycles","cache-misses","cache-references","cpu-cycles","instructions","mem-stores","ref-cycles","topdown-bad-spec","topdown-be-bound","topdown-fe-bound","topdown-retiring","cstate_core/c1-residency/","cstate_core/c6-residency/","cstate_core/c7-residency/","msr/aperf/","msr/mperf/","msr/pperf/","msr/tsc/","uncore_clock/clockticks/","unc_m_clockticks","unc_mc0_wrcas_count_freerun","unc_m_dram_page_hit_wr","unc_m_vc0_requests_wr","unc_m_dram_page_empty_wr","unc_m_cas_count_wr","unc_m_act_count_wr","unc_m_prefetch_rd","unc_m_dram_page_miss_wr","unc_m_pre_count_idle","unc_m_act_count_total","unc_m_pre_count_page_miss","unc_m_act_count_rd","unc_m_dram_page_miss_rd","unc_m_cas_count_rd","unc_m_dram_page_empty_rd","unc_m_vc0_requests_rd","unc_mc0_rdcas_count_freerun","unc_m_dram_page_hit_rd"
"stress-ng --cpu 2 --cpu-method collatz --timeout 10s",11.015,27770541.8722071,16662010.5729847,3489134824.43782,93470.8543761028,24803.0818052948,23.906345844969,52812.6890439448,1366.43117848319,27794988.9591566,729.375464630144,16667430.0951985,42.9044390958908,81901.3113862368,2908814369.29618,481077.807869098,2909841508.01697,552398.884415865,6954867194.56562,53862.0500972503,103420.540970675,5161544710.46988,12794640241.2331,16642122.2907165,6937892124.7959,47196135.8421134,934743925.174712,12014186248.1231,12852411614.0943,3534914949.95381,20928352392.7928,17331789713.3753,5158953433.34241,6946362577.0324,5150832986.33937,6949375079.19553,2642110314.43499,2390035206.03087,18928.860973031,14998.1380860635,153181.365527633,89129.7490844895,153194.502422177,80697.0570501442,10381.4637807186,2408.30537253213,25142.8314696131,40402.5961842477,12089.6714170532,27182.1825752679,2255.04040210099,96096.8421709724,33650.7639512606,82761.890691793,42186.2897437113,49187.1768140668
"stress-ng --cpu 2 --cpu-method correlate --timeout 10s",11.445,1679099786.97263,7902910.75674991,898376546.740596,83594.7587809731,28372.5157823961,23.03036461178,53728.4508759009,1211.27805600405,1679256715.54491,828.428614645267,7891112.19880832,47.1487649121138,66161.4310366708,850027836.624661,2042410.30639179,850223564.223342,2042752.9518848,6949946127.8262,53627.2656581767,103695.448025157,5155721746.11247,9342149059.95828,7877663.41066107,6940092860.15496,280908066.161209,16130292612.5941,66326795.3430703,9390257172.53767,3502296902.48745,20922765910.4266,17285999587.6021,5160838981.40549,6949102386.91498,5148302590.56417,6953122194.62336,2701073874.43773,2391056392.9178,17476.237646729,13641.5264939411,47660.0006511417,26145.4842705948,47674.9235320523,21954.9403391549,12726.9595660213,2610.1253290085,25168.2486185366,41561.7772893143,11571.3388155248,26398.4908377977,1894.63138511611,87987.7400670068,37986.8755509498,94919.1682229222,48127.0463271805,56954.9842972887
"stress-ng --cpu 2 --cpu-method crc16 --timeout 10s",10.14,144423961.113723,4919540.42742525,839964310.470313,78134.8424547566,25884.3094029116,29.5311033769818,51702.1242743938,1235.74784936565,144342644.14711,736.668686731262,4877805.61157486,46.7426850936851,72024.0504250572,143206573.438833,300171.518097529,143197129.670473,300851.984116919,6954653440.01761,52732.7457424447,99655.6166963993,5161412319.73729,9120301215.03971,4909307.11206347,6947145645.2158,27173169.4028521,16646756740.403,28561755.9478532,9156197833.01224,3512815458.26106,20982628657.0993,17303388225.8146,5156678069.25815,6943527913.681,5147276803.65843,6946581449.95651,2698305974.83441,2390733232.01113,23888.694669764,19512.9023246464,51564.2065487507,26792.4327190346,51575.6468683781,21335.3007757275,10691.7601539576,2656.71691302924,26645.278634805,41861.8249967392,11190.3458516804,24731.2506304157,1733.05773602084,83968.1378988588,35620.8034521028,92244.9599324059,46388.7084447139,56666.430757668
"stress-ng --cpu 2 --cpu-method dither --timeout 10s",12.255,2224241829.18743,1932538576.55767,1871691234.19714,83880.3378155866,27775.9793942513,10.5206779813426,57105.4460692949,1386.64520827676,2072656881.46035,883.796396240855,1800704512.87718,113.080666739871,66107.9935511268,1994826768.01327,438020.776557699,1955811862.42447,430783.634677146,6952307300.81905,57850.6795666593,114006.360823659,5159534552.86771,13676745138.9056,1820082870.41379,6950569824.91414,40376737.3313031,9782930022.42471,2603448461.16766,13359862087.8672,3547692667.75087,20941659532.7291,17288511198.486,5157440758.73196,6944877590.11713,5141568146.00309,6947397828.55502,2702265643.41595,2389115917.78963,21044.0725990592,16205.3431157898,47130.6373633611,26316.594491499,47143.9722987435,22286.6576016228,20321.5767595131,3040.87434472985,28289.6325838028,44621.8090374326,12547.3869167259,26949.939690141,1988.85716561109,92741.3824754518,40249.7970393646,100602.749398824,51114.2320258625,60201.4962964299
"stress-ng --cpu 2 --cpu-method div8 --timeout 10s",10.31,6298016.14364721,4215836.69861722,1004337182.90143,85128.1489576744,24026.7137093182,1.48890226986827,53046.0145099588,1411.28083153247,6275004.79629357,713.394801725503,4199586.37686798,45.8525874230916,66083.5055344615,857192504.432208,3842408.42179744,857551226.069953,3844480.5481396,6948717927.75401,53249.4507015974,103027.267343318,5154764239.01003,6000359238.73572,4200239.8105078,6948814984.52331,473426842.3185,16728524464.7088,77082637.7568395,8578394420.66949,3520865919.65699,20970472365.8978,17261285986.6453,5155504926.82811,6941922857.80628,5146415376.94386,6949374771.94531,2688826222.62695,2390855224.9321,19029.5056199655,15548.8700038122,51157.5781157473,29057.6659858821,51349.2484858637,24512.1125978048,18670.3971793933,2403.82284060585,27301.7320837369,44293.9606290949,14794.2526116192,31915.822904275,2600.85061645209,106620.253695806,31606.6233678366,79443.0348207679,40416.8864112522,47849.8461313023
"stress-ng --cpu 2 --cpu-method div16 --timeout 10s",10.29,6279655.58393315,4202339.32883541,965402224.782707,77040.2100794081,24145.1429395173,32.6425156030719,52323.5712947806,1216.9010755978,6245132.66704749,721.046013076774,4181515.56366642,37.3434298783563,67537.8183229989,853025722.911976,3823693.37846131,852424375.209202,3821499.39542579,6951483663.68583,53078.278430187,103462.468989751,5159030803.75731,5980540625.94071,4201198.59761802,6944657637.94629,424647987.971753,16563268581.7308,327640926.199021,8551264619.51991,3535428201.08526,20988648915.6945,17311876239.2441,5159124588.28772,6946899171.56417,5150141568.61953,6958440178.81265,2699403536.22138,2388898519.79521,17457.6207715866,12958.0370875181,61659.843600953,33456.0377916601,61668.0068152397,28094.1001733906,17365.5579672553,2667.76622877516,26112.4238447703,43217.8527116817,12110.156253596,26542.6677568828,2035.23420797481,88688.9420257436,36329.5865918055,91381.2279566202,46096.5419894512,54971.6202489738
"stress-ng --cpu 2 --cpu-method div32 --timeout 10s",10.325,6261439.96397546,4193585.28254402,964993819.021607,83744.8825043239,24853.8895124725,36.7455411156989,50608.4420313727,1166.81989883337,6259784.80060848,743.649864238393,4191604.04001259,41.4737349235021,72345.6025628258,852404730.448997,3821996.91859525,851877426.884138,3818804.07501241,6952533088.80381,52644.9116785906,100200.232855087,5159821342.28255,5970048228.44791,4198750.22910513,6952046551.25946,405081874.560937,16515226173.848,412966884.301776,8531016333.20456,3498183355.18111,20940679527.2001,17319912660.4093,5160159204.52587,6948042775.94175,5152002337.8998,6949678005.83394,2696416404.62674,2389790860.28202,21837.7711538792,17517.0729020273,46352.9269990789,25667.2783196846,46365.5692132168,21460.606451548,12227.5915730343,2402.79575208176,27057.755652549,42695.6867285483,11602.8384814595,26510.3382884013,1988.31020363226,94348.6481065579,34849.3343933784,88009.6262228389,44850.3875574941,53453.5650008916
"stress-ng --cpu 2 --cpu-method div64 --timeout 10s",10.33,6286903.55083499,4209881.57298556,956214214.777905,85779.8690640011,25197.8843430655,42.2854909343041,49432.1359490647,1018.62372762401,6265078.66997255,721.695072903066,4193704.3067055,41.5599554076944,69524.8338651336,844079323.760346,3784741.85542665,845067961.094104,3788579.66396543,6943796458.58788,52392.3061624494,99178.170223179,5153191784.57068,5925287440.22974,4205911.15625325,6946952589.24218,388241011.961634,16547117062.2748,454490699.682148,8469955415.57938,3535659790.05231,20985295347.8513,17344975800.9198,5155982690.62262,6942640926.49339,5146535027.61156,6951896543.10765,2689506681.09214,2390219713.47487,24477.1991940117,18892.1192429586,43806.6515598244,23549.1581632165,43824.0693553662,18402.6474668027,15697.8692671048,3811.51958488529,35121.4964411474,54754.0557772432,11414.4620541902,26094.6917609965,2049.29059959221,86407.6897355033,44924.3486677376,115412.652834821,58286.7938631505,70557.1740294846
"stress-ng --cpu 2 --cpu-method div128 --timeout 10s",11.605,1455778764.74122,468253823.797147,3371023556.7136,86197.1054196084,25515.5321678506,30.0903591475549,53419.1266011178,1300.14185465277,1454458515.62066,758.206786488628,467832543.227703,41.714284821224,59857.5315297304,2304198153.05919,25634409.5664507,2262692492.01197,27450073.7957104,6951166842.95184,54226.3461248566,104286.163288865,5158790072.89085,15374743606.503,458481166.416937,6937414667.21951,4141914581.05675,2444658593.20855,2998436117.68651,16261648366.7827,3526198054.57054,20978389277.9763,17268925344.8235,5162460518.88155,6951072564.15632,5153620206.91339,6953097766.56538,2685424639.80268,2390160751.61077,18612.4719141648,14439.0345040716,48229.7582129755,25108.9474644555,48241.5029004588,19531.4152848511,13462.4347976204,2467.04714871614,25773.0040481805,42886.0798128416,11886.5830691025,25484.604171355,1773.19659079924,84802.6545666503,33884.8913241438,90320.4981392519,45391.5405007741,56437.3982289466
"stress-ng --cpu 2 --cpu-method double --timeout 10s",11.58,2601095850.29636,842994526.038842,1727100883.15861,93828.9809635791,25791.2814926226,17.6751911790017,51820.6815720275,1097.15273784713,2605630725.32852,816.453592080918,844448231.383802,44.3821908865585,115975.775236072,1019641402.86571,11732655.3360503,1020288350.8611,11817796.0168009,6952168758.66443,53023.6179459627,103209.953631687,5159443025.42064,9054177122.24195,842755344.491307,6937762315.76835,2809018020.73242,11450019630.7541,1789006714.72682,9823083751.06116,3519097539.65575,20947087379.0344,17305089522.7338,5158915209.11338,6946383408.75546,5150596704.6942,6953097500.59043,2683277201.93227,2390093884.37026,19526.8817861841,14975.2169550808,95779.9650783116,55547.7062951897,95782.5514918068,48447.5038635434,20610.3432506584,2892.52781481236,27872.5720311246,45232.0194271411,10788.1848116655,24009.2767448366,1973.7252732332,82039.2291007673,33283.3172287991,83967.4474060377,42847.5666642383,50859.557054167
"stress-ng --cpu 2 --cpu-method euler --timeout 10s",10.71,869478674.967781,732557872.296156,733519519.085813,86214.743666144,23620.3713928643,15.1018404709172,51541.3892766768,1152.6082322573,870272997.570759,731.280654638586,733223633.366488,47.6792602861344,80311.4921425884,1327335128.5319,40578.2133796257,1326198538.71924,40884.1943516966,6949169941.22022,54274.7543062807,104120.109816235,5157338522.47065,9028964730.24131,732173392.276668,6942864645.14155,6812507.81463776,16551072863.3801,132485133.502416,9180105827.10202,3550510052.57962,20996019271.187,17320386891.7681,5162242451.02807,6950989270.55197,5154863537.37389,6951929118.4697,2695551650.93342,2389959510.0761,18374.6174758778,13718.8043452162,54857.0162539527,28818.1295962415,54857.712183145,23678.5930929234,12617.5962336451,2673.16978356647,26714.7802992487,43671.5255937548,11012.2814731259,23907.6192838338,1917.59413287458,82104.700144848,35803.0545525452,93103.6698167639,46695.3776132636,57130.394719595
"stress-ng --cpu 2 --cpu-method explog --timeout 10s",10.47,1619718180.03853,336314316.434966,1096525419.82437,81093.8102380811,22093.3426410408,1.28992519652711,51518.5208741265,1308.08337429361,1620642239.4748,829.700701765438,336516547.381138,53.0039687453935,96316.650399437,953340682.067067,40272.5624417829,953267282.092621,40382.6560272652,6945209702.91021,53644.9799646426,103287.15111645,5154363612.64204,6052133283.73309,336451158.792653,6947789271.68792,6269081.98581381,19281838841.8566,356434420.445567,6221957598.36325,3517786064.28931,20983418753.7552,17338469588.4856,5157535421.46402,6944891116.77419,5148882254.74228,6956378304.33374,2696506507.46719,2390105671.36852,18593.060851408,14160.4336034732,42956.4364417331,22946.9706618203,42968.6627919116,18364.9719802959,15638.9287879607,2700.30969648637,27654.7894841108,45619.8694905659,11643.2230778442,25973.3055075981,1943.35724563949,89238.0689340952,39821.2951592023,100623.514589693,50591.7967005847,60647.0564139923
"stress-ng --cpu 2 --cpu-method factorial --timeout 10s",10.17,528240440.082103,341805673.040092,587486205.149284,98840.4342957502,24650.1676029261,15.8793228644919,51383.0076452981,1252.38234516889,528831204.26163,799.34684755131,342188087.105888,48.030276128471,89262.7020116933,227932587.361345,515387.923793872,227923042.541062,512824.871547985,6950003704.44651,53720.5473483594,102821.664313003,5157740593.81155,2850129204.80146,341855584.595549,6945807747.54758,1483941497.39621,16060058845.1467,4336621660.64356,3986145270.12886,3541716609.0584,20956023564.5097,17305945984.302,5160685233.52586,6948817531.56939,5152133148.62805,6952629568.45698,2693623375.69497,2389837186.93489,23031.8276727917,17609.2963472674,45240.9490301058,24858.8437038263,45255.0734296351,20793.4038618664,10319.4579620923,2311.98198261875,25590.9744065769,40845.3797968012,10946.3740063828,26253.2462135608,1898.6810669156,92412.2307253515,37003.4531049659,91643.8409892466,46775.6946980398,54708.3688684637
"stress-ng --cpu 2 --cpu-method fibonacci --timeout 10s",11.26,509436811.72688,255763614.259615,4886600781.3836,78375.5259039558,25313.9425702387,24.0282334976711,50770.4658979263,1166.85867795302,509029718.287023,676.33309510893,255553035.902004,45.9422275580157,58989.0441644475,5037372784.92086,41206.0593958592,5039992158.06276,41290.3866224785,6948668890.98349,52506.8004590196,100004.080656604,5156929212.44858,19859858102.0668,255196341.779611,6944024330.68402,5365683.3870014,189621864.045715,5382666804.77324,20285513042.966,3525871720.15966,20962772211.5728,17321453049.7149,5165515120.56508,6955047516.09817,5155743503.1511,6948753372.79443,2700426660.29668,2388433486.14846,18650.0446856894,14660.9590046175,47347.2923299629,24978.7663016315,47354.8562244522,19786.5508344385,12025.7486040315,2464.22259589405,25240.0203670471,41232.9862308039,10485.6353049361,25078.8902850272,1756.88127214575,84109.5833330505,35813.1439732999,94159.7253481264,47720.5262553457,58363.1082053615
"stress-ng --cpu 2 --cpu-method fft --timeout 10s",12.765,3809065841.39205,1682344869.44526,2467391065.56839,117334.349812546,26336.072072316,17.5686305988766,54055.4008453435,1151.09270652639,3811299054.17093,845.411398463251,1683336771.6926,60.641742716723,124999.739521841,2064225921.25989,1854582.68579462,2063592665.50778,1860961.48164166,6955024025.57419,52969.5745191451,106278.238406992,5161576769.78189,16379359584.4662,1681182366.35239,6945998215.47692,372769080.909574,7096738734.04659,1246786731.85566,17146271196.1027,3520994667.98543,20982365379.9576,17316830797.2836,5163389353.88506,6952478472.92567,5147511931.83534,6956705400.59696,2691528999.27083,2389022053.19285,19500.4532350075,15262.4134803206,47955.7004339732,24966.4285963615,47957.7894001603,19920.7794580005,11747.0216691416,2268.87345442084,23812.4258612681,39431.6754716747,10429.8468902097,24153.5077773772,1975.51193090025,83279.4997833335,35368.8989417464,93055.066830392,46915.8082834005,57716.628626928
"stress-ng --cpu 2 --cpu-method fletcher16 --timeout 10s",10.28,433955213.527141,6732807.35471453,884349282.854955,90325.2953009412,25507.2552779328,14.3993771400217,50715.0035113532,1249.46871155691,433728483.580691,694.558888399391,6587179.04684972,46.3039258932927,70361.9333316767,434142159.279986,848442.343691492,434388090.836902,851164.684134846,6947762718.20941,54717.9106845058,103700.580383261,5156326628.428,10273987339.152,6610386.06306405,6944268182.87509,81467653.2400621,15435263092.3065,28908599.8739836,10318628526.6793,3531819934.32723,20977497344.9115,17302250589.8953,5160441983.27652,6948700574.84005,5151729459.94289,6959000114.57049,2698549019.90678,2390621476.65496,19478.6803552553,14987.0991288712,55161.7978267387,30325.7904409137,55172.2450804005,24822.4757048918,15519.2496090077,2260.31964529816,26776.2703041948,42783.5841789265,10927.8700202983,24241.6205046414,1758.90253150336,81912.8403989908,35384.7185830314,87391.6371814109,44583.0799053366,52157.6690507842
"stress-ng --cpu 2 --cpu-method float --timeout 10s",11.33,1483203046.8511,380908959.728322,1634353231.7637,100757.301612679,23252.5196082558,29.6367011644457,51684.4244427555,1116.97653987337,1483133961.97385,858.625725084928,380894975.966631,43.1694625996237,112796.721308198,820648119.999472,14574443.5865919,821766126.489332,14488133.8834875,6950129163.97544,53244.3209279363,101767.062437716,5158011339.17799,5312225887.74937,380728223.956068,6943315858.64478,3291177966.47055,13661388438.0302,3431650895.8532,5342097987.79782,3500612711.8007,20952225612.3365,17290664297.7144,5157216616.53377,6944055995.8689,5147966613.62344,6948385889.17413,2704169740.25598,2391428349.02738,18606.8819756337,14825.7724120458,49163.4413790706,26591.2908401004,49174.6902732606,21922.3029170903,12973.3568823686,2308.06817050906,26698.6914883647,43095.1488710508,10381.4356713913,24715.9744580943,1793.01142887212,81608.3395387902,34627.625008721,89783.7070581514,45418.7856953893,55201.4694819651
"stress-ng --cpu 2 --cpu-method floatconversion --timeout 10s",11.46,1295960123.97292,649072843.2524,1294911661.30239,89072.4514047047,22258.7322140368,5.06297679867928,51563.3411988473,1369.18776485068,1298258054.27398,779.146207982093,650220082.253823,46.8958186900724,59068.7536572728,650296794.410398,49191.2928974289,650856457.708805,49522.4874815655,6941673381.32097,53712.4751250319,102275.207409282,5151809948.11414,12299900921.7028,650360000.268099,6952809523.64567,7399722.73821728,13495269783.761,24333036.8684608,12342422234.5021,3534182020.35625,20951421152.9289,17284928278.0824,5163745647.56622,6952933197.88213,5153517278.30158,6947958062.31252,2694499978.76377,2388619710.38164,18847.1394535583,15192.3350441739,45206.4531396861,25255.9407504674,45226.9531723689,21643.55635054,19985.7296385994,2570.89316676082,26740.4499907523,44464.533210524,11658.4308668287,26227.4138853045,2124.91704530069,87953.7112368777,38909.8960187384,98921.7687566531,50114.1709246009,59996.2436350172
"stress-ng --cpu 2 --cpu-method gamma --timeout 10s",9.64,45152638.9667977,4124114.00636178,784823007.84723,79549.3608153435,23793.9462845192,8.23886669704467,52927.7700867193,1346.80654633135,45074193.276278,762.814481889696,4096540.80767014,47.3908659141246,57531.8566521077,121092538.924923,40426.4287154581,121327192.002838,39554.8715322043,6954514698.2418,52943.0389551877,100938.128487937,5161363714.03502,1191034963.50677,4223276.62426035,6938219112.59215,5537270.8498854,15477002022.7662,6633780276.41153,3744486686.86393,3531149064.77057,20969931693.9364,17272769710.7867,5159256739.25793,6947452782.40049,5149857789.83069,6955560068.79768,2698840908.38988,2388036063.54427,20919.7257063052,16474.0542130817,46224.2547193764,25680.7276045493,46238.6858965275,21211.2427528058,14682.5044657642,2522.42337512061,27464.5079738916,42452.0519995195,11413.6411521269,27116.7993356953,1879.92192750069,89423.4369957064,34384.6130178515,87070.7168178385,43823.2709410579,52580.4861457102
"stress-ng --cpu 2 --cpu-method gcd --timeout 10s",10.35,6159871.37096925,4114443.65536946,1532998815.2462,88582.8324692398,23735.7965570856,19.8536197509792,51028.3690925591,1054.52501307326,6150144.00910811,732.344822463469,4110143.67913894,48.4194923942789,13949.6971192929,462733927.120413,26445812.2837901,463240243.856112,26386361.9612813,6952545868.73207,53183.6829274438,102481.061161253,5159882744.01595,3894862652.76582,4133468.40700644,6948692461.32064,5181501382.33789,11194918540.4257,4179005893.62452,5294508728.83476,3531078116.47343,20954259403.6802,17312703533.6428,5159719877.3411,6947739441.15095,5150945610.84829,6955830817.83544,2696890129.91461,2389348468.75407,18059.8439214843,13387.9597585952,44210.9399500384,23821.4215165902,44230.3438498677,18842.679341928,15821.9709481227,2637.16102972334,26383.4535368189,42577.5410631791,11864.6305675568,27211.2127835119,1895.88072432586,90864.139206205,36755.7538549011,93479.73813614,47529.7484526235,56605.7013356175
"stress-ng --cpu 2 --cpu-method gray --timeout 10s",10.46,6524163.72224804,4264922.30163369,831418534.533614,78676.6623563005,23607.1355444246,41.5975145638716,52785.0618638432,1233.03372525844,6505151.41894704,675.914990737741,4255726.18626393,50.8326197499594,67554.4816957308,282641141.379635,73993.7177358464,282706465.524291,73086.6586500332,6948181736.35125,52531.2740588987,100249.143283264,5156556932.3879,6970923297.62486,4241290.96709652,6948819187.79441,9114029.7573637,13256881568.0774,24616385.7372473,12573820678.7662,3532667404.21028,21030158778.5682,17285306862.1404,5158521686.3684,6945843545.76556,5148900588.66691,6953408340.4501,2693587351.12176,2390688370.30674,22849.7720379397,18244.6995103044,46277.4666067836,25322.9489947506,46276.9689953353,20121.3170029267,14299.9287979123,3099.8230291211,36063.2094930673,54172.7752915973,11729.4971418655,26920.7821911705,2009.48294520727,94564.716975847,39216.4686203525,98161.7532365962,50024.6286149535,58631.2646257936
"stress-ng --cpu 2 --cpu-method hamming --timeout 10s",11.4,419229021.905857,417207365.998123,2276947444.32325,82953.6745408654,23756.7125884886,3.57322904897738,51286.1595145225,1284.57584310737,419583533.680846,741.058951563479,417566366.349102,55.9046214297519,76990.7060413784,934911106.895973,40640.8764468074,934332899.644523,40948.2641276644,6951315741.36337,53110.2078661789,99449.1946285493,5158879117.34897,23187569094.3459,417796674.185209,6957066970.92609,6543268.21755452,2176906336.98812,435697776.016912,23232617508.3633,3477523089.6396,20955701423.6287,17288161305.4378,5159963850.87935,6947776498.57799,5151406014.48203,6952953681.00354,2687643467.7141,2389645733.70827,20044.7559726939,15164.3983312918,45297.0829128584,24543.353278584,45305.2463431856,20306.9311549054,12685.1175683309,2045.36371138033,25731.6032994336,40982.4348234447,10037.2546264881,23297.7649965602,1764.85548003857,79865.9331653876,38390.4985138726,99640.949507644,50306.6068234876,61333.5632538391
"stress-ng --cpu 2 --cpu-method hanoi --timeout 10s",12.39,3921580789.79158,3918629780.07585,2313838056.32667,85062.4839470367,25732.2115708329,37.2484341043092,50095.1707039914,1050.00852511107,3920746067.02149,729.408942514373,3917806962.77102,48.2901243888662,87418.7606770294,3607594613.40161,275327.873322533,3609639120.46151,275883.860679724,6947714203.45559,52602.9797679064,99153.5531885075,5156253164.48914,16953356338.9022,3921774538.52341,6949019865.36615,29811542.7421285,1161683458.28281,6500834271.39926,18167307948.3654,3536797817.04416,20969324697.8394,17312366289.3204,5155825330.5225,6942442395.34885,5148344451.3506,6943217105.23309,2699348910.12324,2390678696.38441,19543.4498807348,16108.8070859425,48187.9373012938,26415.9097149561,48237.0820693216,22081.7192115817,16913.1118081301,2768.31504574626,28287.2043859602,44195.9819678853,10787.2091935119,24376.1565620952,1926.34419329054,85112.5446658184,32625.4829615857,81761.7810622759,41581.8354440479,49170.6288779409
"stress-ng --cpu 2 --cpu-method hyperbolic --timeout 10s",10.31,639097901.323729,216879912.605836,1221797308.1709,100995.615427877,25361.7289630747,21.9220501761585,51523.6623549777,1282.09275351515,638915942.998193,839.211817149599,216824014.94401,43.9913424443583,149742.732375243,437415902.359357,49880.4950115181,436673747.710617,49410.7509192696,6946029340.93716,52096.5612932062,98948.0721154853,5154959449.08713,2873289729.04332,216708690.456246,6947932182.99092,927878187.462843,12326802381.3215,8033302692.89929,4519937769.19079,3524040100.20537,20959585866.3759,17325916676.4636,5160775843.0486,6948894012.46251,5152447984.58713,6946713825.09384,2693212195.70677,2390668126.57495,23443.7860644875,18260.5219874848,50185.6199613128,28028.7172597494,50201.1435953067,23865.7960770566,18340.04128466,2978.85067572347,30891.2543631515,49684.7071138447,9913.56522653654,23031.9896986303,1811.24312269098,78852.476313437,35529.0930429212,90583.8691340134,45821.7983795953,55048.9036453435
"stress-ng --cpu 2 --cpu-method idct --timeout 10s",10.54,1860446931.72937,630451153.667595,1127141434.345,77666.3998022045,23306.0308546731,64.4345074833982,49451.2506315384,1164.09029313227,1861730123.94658,847.99641426944,630882840.498566,47.0833197099349,102825.053772247,829664601.420106,1273998.56697275,830876869.259355,1292388.0009903,6958237664.27426,53891.2490587842,101555.850428196,5164049022.20688,7046741123.42281,630451821.941624,6948153429.02752,272981809.006527,17156017120.1757,968606875.168456,7481000826.06578,3578192321.68122,20962991030.0381,17303424955.1215,5159869753.91509,6947833779.14178,5150638463.94948,6951824225.45536,2691066550.70729,2388880370.21622,18881.9448570324,14756.8715716041,45187.9703078432,24266.4505790533,45199.3174918019,19414.334996319,16337.3434252724,2511.00312064224,27284.1705999176,43958.5767855584,11656.3075319739,27181.6682779945,1985.61454513989,90462.0636801502,32258.9585918956,81719.2009856179,41658.9536259629,49742.7882414722
"stress-ng --cpu 2 --cpu-method int128 --timeout 10s",10.56,176411369.508485,174325773.05796,1153315195.98337,74531.1591593298,24154.0410692373,46.3685464092286,51625.0714958474,1119.00110927624,176288099.107069,774.536195068111,174218557.47403,38.2597427638213,75702.1223585322,46702053.3781444,81704.2348567114,46954252.6135977,81303.0674661998,6947351039.33486,53381.900232095,99993.7747688781,5155913477.5205,9602860001.00315,174379511.284299,6943277560.27996,9725000.44487818,2478205389.35314,9337651963.82142,14127652725.5824,4353081090.49277,20951881617.4679,17324544851.9769,5157188846.00425,6944176451.24871,5148113261.84028,6947570344.45392,2693495742.46275,2390204128.03722,19639.4026619473,16065.6707239686,53509.1342821876,30069.5995596404,53515.8998575189,25377.1755986598,15152.0118354085,3136.11361475989,31212.0816963358,48370.4579878653,11370.4765632706,26485.0968700524,2119.44870990904,93511.7292459478,41846.1957422248,103868.726459242,52936.4509498627,61644.470802298
"stress-ng --cpu 2 --cpu-method int64 --timeout 10s",10.435,8378363.5335388,6352383.14659622,1137745932.90763,72687.1411958642,26485.2635490522,41.8124599854166,49822.475924333,1299.96030581738,8384947.44543082,721.028856219965,6358366.30609843,45.281525745256,75184.4549112478,146570235.983666,180565.756323302,146626791.891738,180570.096405234,6950154945.81092,53027.7333835816,98759.5451968796,5158271128.31465,12022275884.9951,6359450.69203739,6947164830.01467,18103945.2581104,12899483755.5077,310534005.004321,12640623722.5571,3546625819.72366,20993654192.2783,17263342211.4279,5155250942.95877,6941570575.02987,5147971054.24973,6951303071.59509,2697306108.41435,2390518932.00415,17877.3640197682,13804.6414811424,45232.8271513705,24531.5899420082,45249.3437254833,20034.8033936556,17212.9166029386,2651.60590755283,26834.9438449257,44526.8339228214,11136.7930788823,25042.0095101229,1769.77653334899,82195.2815608065,33983.49573237,88165.3474178949,44595.2750917386,54290.0559195464
"stress-ng --cpu 2 --cpu-method int32 --timeout 10s",10.44,8332975.04723438,6148033.63140789,1305557830.15394,74434.6833262369,22745.2991687463,20.5299490615578,50860.2213913177,1063.59021128573,8337402.88566893,683.047122982789,6150459.36462566,52.2978111015444,83252.6852772022,163357849.562999,198398.799343904,163352321.726721,196602.907952283,6947303349.03342,54444.0842009781,102508.157513041,5155908876.76209,12941906822.7385,6165618.9129859,6947799770.88602,19693465.3487799,12697707678.7264,131688606.169557,12987871817.0286,3587998049.59802,20907314869.4098,17216164388.9607,5151981359.2498,6937168564.46105,5142096242.15138,6954530491.72254,2694017547.75003,2390619096.36786,20830.7973401126,15860.4913254962,43577.1293903864,23403.4257367869,43583.2958292481,18307.460769698,15705.0545493929,2514.95860545066,27362.3674268502,43170.0388166032,10239.908528521,23840.2873200966,1724.28437778527,80147.6532832972,36834.8042469868,93647.8141546327,47600.5520101465,57021.2032955855
