command,watt-median,L1-dcache-loads,L1-dcache-loads-root,L1-dcache-loads-square,L1-dcache-stores,L1-dcache-stores-root,L1-dcache-stores-square,L1-icache-loads,L1-icache-loads-root,L1-icache-loads-square,L1-icache-load-misses,L1-icache-load-misses-root,L1-icache-load-misses-square,LLC-loads,LLC-loads-root,LLC-loads-square,LLC-load-misses,LLC-load-misses-root,LLC-load-misses-square,LLC-stores,LLC-stores-root,LLC-stores-square,LLC-store-misses,LLC-store-misses-root,LLC-store-misses-square,dTLB-loads,dTLB-loads-root,dTLB-loads-square,dTLB-load-misses,dTLB-load-misses-root,dTLB-load-misses-square,dTLB-stores,dTLB-stores-root,dTLB-stores-square,dTLB-store-misses,dTLB-store-misses-root,dTLB-store-misses-square,iTLB-load-misses,iTLB-load-misses-root,iTLB-load-misses-square,branch-loads,branch-loads-root,branch-loads-square,branch-load-misses,branch-load-misses-root,branch-load-misses-square,branch-instructions,branch-instructions-root,branch-instructions-square,branch-misses,branch-misses-root,branch-misses-square,bus-cycles,bus-cycles-root,bus-cycles-square,cache-misses,cache-misses-root,cache-misses-square,cache-references,cache-references-root,cache-references-square,cpu-cycles,cpu-cycles-root,cpu-cycles-square,instructions,instructions-root,instructions-square,mem-loads,mem-loads-root,mem-loads-square,mem-stores,mem-stores-root,mem-stores-square,ref-cycles,ref-cycles-root,ref-cycles-square,topdown-bad-spec,topdown-bad-spec-root,topdown-bad-spec-square,topdown-be-bound,topdown-be-bound-root,topdown-be-bound-square,topdown-fe-bound,topdown-fe-bound-root,topdown-fe-bound-square,topdown-retiring,topdown-retiring-root,topdown-retiring-square,cstate_core/c1-residency/,cstate_core/c1-residency/-root,cstate_core/c1-residency/-square,cstate_core/c6-residency/,cstate_core/c6-residency/-root,cstate_core/c6-residency/-square,cstate_core/c7-residency/,cstate_core/c7-residency/-root,cstate_core/c7-residency/-square,msr/aperf/,msr/aperf/-root,msr/aperf/-square,msr/mperf/,msr/mperf/-root,msr/mperf/-square,msr/pperf/,msr/pperf/-root,msr/pperf/-square,msr/tsc/,msr/tsc/-root,msr/tsc/-square,uncore_clock/clockticks/,uncore_clock/clockticks/-root,uncore_clock/clockticks/-square,unc_m_clockticks,unc_m_clockticks-root,unc_m_clockticks-square,unc_mc0_wrcas_count_freerun,unc_mc0_wrcas_count_freerun-root,unc_mc0_wrcas_count_freerun-square,unc_m_dram_page_hit_wr,unc_m_dram_page_hit_wr-root,unc_m_dram_page_hit_wr-square,unc_m_vc0_requests_wr,unc_m_vc0_requests_wr-root,unc_m_vc0_requests_wr-square,unc_m_dram_page_empty_wr,unc_m_dram_page_empty_wr-root,unc_m_dram_page_empty_wr-square,unc_m_cas_count_wr,unc_m_cas_count_wr-root,unc_m_cas_count_wr-square,unc_m_act_count_wr,unc_m_act_count_wr-root,unc_m_act_count_wr-square,unc_m_prefetch_rd,unc_m_prefetch_rd-root,unc_m_prefetch_rd-square,unc_m_dram_page_miss_wr,unc_m_dram_page_miss_wr-root,unc_m_dram_page_miss_wr-square,unc_m_pre_count_idle,unc_m_pre_count_idle-root,unc_m_pre_count_idle-square,unc_m_act_count_total,unc_m_act_count_total-root,unc_m_act_count_total-square,unc_m_pre_count_page_miss,unc_m_pre_count_page_miss-root,unc_m_pre_count_page_miss-square,unc_m_act_count_rd,unc_m_act_count_rd-root,unc_m_act_count_rd-square,unc_m_dram_page_miss_rd,unc_m_dram_page_miss_rd-root,unc_m_dram_page_miss_rd-square,unc_m_cas_count_rd,unc_m_cas_count_rd-root,unc_m_cas_count_rd-square,unc_m_dram_page_empty_rd,unc_m_dram_page_empty_rd-root,unc_m_dram_page_empty_rd-square,unc_m_vc0_requests_rd,unc_m_vc0_requests_rd-root,unc_m_vc0_requests_rd-square,unc_mc0_rdcas_count_freerun,unc_mc0_rdcas_count_freerun-root,unc_mc0_rdcas_count_freerun-square,unc_m_dram_page_hit_rd,unc_m_dram_page_hit_rd-root,unc_m_dram_page_hit_rd-square
sleep 10s,2.145,44028.7164509364,209.83020862339245,1938527872.3169577,26601.0042934518,163.09814313305898,707613429.420241,54154.7249781286,232.71167778632983,2932734237.4567456,6266.56647092048,79.16164772742215,39269855.33446476,240.994285696912,15.523990649859075,58078.24573856484,0.896630248562303,0.9469056175576862,0.8039458026368973,200.446673345262,14.15791910364168,40178.868855182176,1.09588141490948,1.0468435484395364,1.2009560755440039,44077.4605963971,209.94632789452902,1942822532.6269388,68.9104966167115,8.301234644118397,4748.656543961807,26850.3336319496,163.86071412010142,720940416.1470039,4.47470757251373,2.1153504609198284,20.02300785951172,40.5448975240557,6.367487536230888,1643.8887152361779,34274.385055624,185.13342500916468,1174733470.9411817,1118.12267766585,33.438341431145325,1250198.3223106503,34220.5692561499,184.98802462902808,1171047360.2149518,1169.62074173823,34.19971844530639,1368012.6795042872,741833.352614168,861.2974820665436,550316723050.7765,1385.43727102628,37.22146250520363,1919436.4319487463,2378.76213919921,48.77255518423461,5658509.314887603,169442.443333264,411.63387048840383,28710741602.746384,168545.818944874,410.5433216420333,28407693083.798244,0.0,0.0,0.0,26552.455202541,162.9492411843056,705032877.2829467,601864.80957651,775.7994647951944,362241249006.5686,133885.955986704,365.9042989453718,17925449210.473644,215060.264857909,463.745905489104,46250917520.75397,280751.628284218,529.8600081948231,78821476784.23973,208968.184296234,457.1303799751598,43667702048.06481,78511939.0914881,8860.696309629853,6164124579905536.0,27880416605.4607,166974.2992363217,7.773176300940488e+20,20798644034.8487,144217.3499785955,4.3258359368834744e+20,168186.40369846,410.10535682731575,28286666389.02136,735119.617862719,857.3911696901939,540400852566.63,147635.372864891,384.23348743295526,21796203320.95539,773855.814193047,879.6907491801007,598852821160.3837,33686080.9811187,5803.971138894361,1134752051866487.0,1045850028.8186,32339.604648458524,1.0938022827798666e+18,24663.0824955226,157.04484230793,608267638.1809534,15578.3216147874,124.81314680268021,242684104.33375233,66081.6652154356,257.0635431472841,4366786477.644911,39639.4996192205,199.096709212434,1571289930.0621822,66081.5654306663,257.0633490614061,4366773289.767432,33877.927037688,184.05957469712897,1147713940.3709116,96945.2231911732,311.360278762679,9398376299.586386,6600.95470898144,81.24625966148497,43572603.070024244,110468.249347662,332.36764184809266,12203234113.937225,202514.296841297,450.01588509884516,41012040425.12496,52892.5303380466,229.98376103117934,2797619765.56118,160402.976300378,400.50340360648374,25729114806.01963,13746.7232284074,117.2464209620379,188972399.51843557,688462.943648115,829.7366712687315,473981224776.6276,201351.322244525,448.7218762713993,40542354969.61855,689626.215175479,830.4373637881902,475584316657.256,344770.092832368,587.1712636295887,118866416911.63963,475224.026746768,689.3649445299405,225837875597.41284
sum_up_benchmark,10.55,1619215069.74779,40239.47153912176,2.621857442098341e+18,695179255.529136,26366.25220863094,4.832741973180437e+17,1523663560.55975,39034.133275375156,2.3215506457776154e+18,10097588.3450821,3177.670270037799,101961290386737.88,1582751.19268099,1258.0743987066066,2505101337933.0967,64.1604028284853,8.010018903129087,4116.557291113505,4497576.29788126,2120.748994549157,20228192555263.297,2040.69870391686,45.17409328273076,4164451.2001679526,1610795743.97223,40134.7199314039,2.5946629287990497e+18,361577.026749369,601.3127528577529,130737946272.9139,691609939.174033,26298.477887019108,4.783243079643097e+17,75374.4189750721,274.54402010437616,5681303035.829709,1153209.58117966,1073.8759617291282,1329892338124.567,1930768535.27937,43940.511322461534,3.7278671368248443e+18,7760281.90338473,2785.7282536860503,60221975220000.53,1938224875.11859,44025.275412183284,3.756715666528474e+18,7365781.63776503,2713.997354045326,54254739135236.49,3652618708.31907,60436.898566348274,1.334162342836247e+19,4559280.12569295,2135.2470877378455,20787035264538.72,18408477.1307328,4290.510124767543,338872030272712.5,2706208061.09224,52021.227024093154,7.323562069920621e+18,7608445239.42449,87226.40219236656,5.788843896132118e+19,0.0,0.0,0.0,692611270.225341,26317.50881495703,4.7971037164316026e+17,3652854191.42926,60438.84670829896,1.3343343743842312e+19,936395251.011249,30600.575991494818,8.7683606611642e+17,2093883243.90441,45758.968999578756,4.3843470391036544e+18,2567743638.62759,50672.908330069135,6.593307393712457e+18,7933035212.90126,89067.58789201187,6.293304768913134e+19,8936113435.13732,94531.01837564916,7.98541233256417e+19,18521846900.5267,136094.99219488827,3.430588126065505e+20,17379624496.4553,131831.8038124917,3.020513476377891e+20,2719479244.80042,52148.62649006606,7.395567362900262e+18,3665560376.87982,60543.871505543975,1.3436332876551328e+19,2692032012.06893,51884.79557701784,7.247036354003892e+18,3661190445.23057,60507.77177545518,1.3404315476247618e+19,2700022709.93364,51961.742753045146,7.290122634157397e+18,2389438204.76297,48881.8801271286,5.709414934380885e+18,2123801.23554629,1457.3267428913427,4510531688107.947,1874474.41220487,1369.1144627842004,3513654322010.793,4054912.01192596,2013.6812091108065,16442311424461.436,2200450.4477431,1483.3915355505774,4841982172972.81,4054901.44464638,2013.6785852380663,16442225725795.299,1969739.4190124,1403.4740535586684,3879873378811.3076,180794.494123041,425.1993580934019,32686649105.206303,93021.7740104661,304.9947114467169,8653050440.054228,2226860.04214792,1492.2667463117712,4958905647315.036,3448564.76788199,1857.0311704120613,11892598958276.963,719928.030458132,848.4857279047964,518296369039.3251,1260615.2673882,1122.771244460865,1589150852372.223,32852.9073932818,181.25371001246236,1079313524.19155,3683942.27811236,1919.359861545604,13571430708463.684,1665258.01099399,1290.4487634129416,2773084243179.66,3883204.98461482,1970.5849346361147,15079280952537.387,2017282.59993648,1420.310740625614,4069429088006.4844,2334088.23662885,1527.7723117758255,5447967896369.175
cache_miss_bench,9.53,433241551.970339,20814.455360886554,1.8769824235366794e+17,150882389.441502,12283.41928949354,2.2765495443577076e+16,151174177.201538,12295.290854694655,2.2853631852562012e+16,31342.682452522,177.0386467766911,982363743.3196305,60079059.0542807,7751.068252459186,3609493336847747.5,0.102713298128131,0.3204891544625668,0.01055002161235832,61170.2370637704,247.32617545211505,3741797902.43787,1694.35856592164,41.16258696828517,2870850.949912037,445089766.343339,21097.15066883059,1.9810490010356813e+17,62872681.6188294,7929.2295728418285,3952974093942688.0,154998438.687543,12449.836894013632,2.4024515995576028e+16,1166.39949756805,34.15259137412636,1360487.7879269996,35146.3855809187,187.47369303696638,1235268419.40261,85775870.4416778,9261.526355934955,7357499950027494.0,59878.8658890962,244.7015853832913,3585478580.1643686,93595031.0282349,9674.452492427408,8760029833176254.0,64941.2648965102,254.8357606312548,4217367886.358708,3480978312.74018,58999.81620937628,1.2117210013767471e+19,32568867.5791285,5706.914015396456,1060731135386807.5,69373274.2560853,8329.062027388516,4812651181010028.0,2583456294.86724,50827.71187912397,6.674246427489167e+18,938157503.638148,30629.35689233693,8.801395016325615e+17,0.0,0.0,0.0,157330822.697714,12543.158402002025,2.475298777073952e+16,3481284151.72322,59002.40801631082,1.2119339345039258e+19,11257874.5462668,3355.275628956107,126739739299481.9,11938042093.2736,109261.34766363446,1.425168490207723e+20,25092292.8878437,5009.220786494013,629623162369331.5,964935260.744826,31063.407101360048,9.311000574286853e+17,3507718855.23891,59225.998136282265,1.230409156739857e+19,24433247424.6357,156311.37970293686,5.96983579713467e+20,17382299301.6499,131841.94818664467,3.0214432901213854e+20,2587366874.89629,50866.16630822781,6.694467345310593e+18,3483815874.26939,59023.858517292734,1.2136973045811395e+19,685709944.335822,26186.063933623587,4.701981277610361e+17,3485888994.10085,59041.41761594864,1.2151422079193436e+19,2722240851.68802,52175.09800362641,7.410595254599118e+18,2391686777.95211,48904.874787204084,5.720165643830945e+18,46046.7117076711,214.5849754937915,2120299659.0893748,18541.844871131,136.1684430076624,343800011.225087,91088.6741826965,301.80900281916126,8297146564.36144,68679.8124182902,262.0683353980221,4716916633.811528,91088.6741826965,301.80900281916126,8297146564.36144,63272.1085954587,251.53947721075255,4003359726.115519,3062610.75259452,1750.0316433123487,9379584621907.572,4337.21512557653,65.85753658903839,18811435.04552984,27002242.3449761,5196.3681879728365,729121091656820.5,28423391.0092481,5331.359208424067,807889156464605.8,1074180.69315116,1036.426887508791,1153864161538.7063,24359543.7492753,4935.538850953895,593387371672857.4,422274.61476235,649.8266036123406,178315850272.6911,24752187.8884135,4975.157071732861,612670805263324.0,25791489.827262,5078.5322512771345,665200947509759.2,25802119.9175013,5079.578714568886,665749392237117.4,13332565.9508571,3651.378637016038,177757314833954.06,411071.66560103,641.1487078681747,168979914260.00504
stress-ng --cpu 1 --cpu-method all --timeout 10s,9.375,622626920.579633,24952.493273811997,3.876642822304766e+17,282087303.218227,16795.454838087207,7.957324663693195e+16,814684048.180579,28542.670656064736,6.637100983598959e+17,708622.475119463,841.7971698214856,502145812244.434,16137.1625109081,127.03213180494177,260408013.9034578,23.4078917279731,4.838170287202911,547.9293951485115,54872.5615795545,234.24893079703588,3010998014.302001,1394.75327745237,37.34639577592957,1945336.7049641276,619639501.638327,24892.559162093537,3.8395311199059424e+17,734.426990397245,27.100313474150905,539383.0042239551,280786555.367865,16756.686885177063,7.884108967535114e+16,192.496552257217,13.874312676929874,37054.92263091547,50478.32573379,224.6738207575373,2548061368.8866057,515994806.509554,22715.519067579196,2.662506403448321e+17,7742669.0964598,2782.5652007562735,59948924737273.625,515868266.121723,22712.73356779679,2.6612006799143283e+17,7753472.984743,2784.505878022706,60116343325139.52,3478691215.19668,58980.43078171505,1.2101292570686554e+19,57709.3466107179,240.22769742624996,3330368686.235977,101735.942086237,318.96072185495973,10350201912.17417,2581147026.00308,50804.990168319884,6.662319969844543e+18,4696089130.13308,68528.01711805967,2.2053253118154064e+19,5719439.79797696,2391.5350296361876,32711991602682.734,281890368.25145,16789.591068618975,7.94621797129381e+16,3471386820.67975,58918.47605530671,1.2050526458789063e+19,1081562679.05099,32887.120260840566,1.169777828715955e+18,5692783773.73918,75450.53859144532,3.2407787094548095e+19,1154654183.13557,33980.20281186635,1.3332262826324705e+18,4996257313.98255,70684.20837770308,2.496258714752412e+19,3604757434.18226,60039.63219559444,1.299427615929227e+19,24402780225.8713,156213.89255079493,5.954956827521753e+20,17316711729.2686,131592.97750742096,2.9986850511458874e+20,2583344258.77484,50826.60975094483,6.673667559344927e+18,3479238431.95667,58985.06956812605,1.2105100066404307e+19,2582439154.93836,50817.705132545685,6.668991988958752e+18,3482750764.78217,59014.83512458685,1.2129552889590788e+19,2661345788.84879,51588.233046391404,7.082761407823189e+18,2390288626.59094,48890.57809630543,5.713479718410002e+18,22238.6606634018,149.1263245151633,494558028.10193455,15344.3036309413,123.87212612586134,235447653.91851836,48178.1396527071,219.49519277812692,2321133140.395748,28200.0881326306,167.92881864835053,795244970.6881332,48188.9849602737,219.51989650205672,2322178271.501485,22567.4930744024,150.22480845187454,509291743.6632002,18988.2227560457,137.79776034481003,360552603.43321174,2790.17605885832,52.82211713722123,7785082.439426148,32775.2150343266,181.03926379193712,1074214720.546348,53832.2876634009,232.01786065602988,2897915195.075145,11859.7536133568,108.90249590049257,140653755.76952964,25921.8552661324,161.00265608409197,671942580.438316,2233.68225949194,47.261847821386965,4989336.436369018,87967.3910118898,296.5929719529608,7738261881.438711,43038.2974078568,207.45673623157384,1852295043.7671335,112597.58139466,335.5556308492826,12678215335.927082,57112.2614414999,238.9817177976171,3261810406.962236,69460.8020501815,263.554172894647,4824803021.454499
stress-ng --cpu 1 --cpu-method ackermann --timeout 10s,9.645,1040844321.22893,32262.118982313143,1.083356901034512e+18,1039464001.51767,32240.71961848355,1.0804854104511268e+18,2247217134.62153,47404.821849908156,5.0499848501366e+18,71545.8255811281,267.4805143952137,5118805158.085204,15972.2992602209,126.3815621846039,255114343.6580531,16.3839840969851,4.047713440571738,268.43493489026065,45999.8723444421,214.47580829651184,2115988255.704969,1353.21778953766,36.78610864902212,1831198.385921191,1038992773.56745,32233.410827392283,1.0795059835253825e+18,518.474386147547,22.770032633870926,268815.6890910756,1037534035.6993,32210.77514899789,1.0764768752344764e+18,32.187334951486,5.673388313123472,1036.0245312791524,82463.5106814734,287.1646055513691,6800230593.913478,2741102833.50804,52355.542529020175,7.513644743865806e+18,4379088.37765574,2092.6271473092715,19176415019319.58,2735054971.89171,52297.75302909017,7.480525699269561e+18,4375922.10718462,2091.870480499359,19148694288147.082,3477085055.47313,58966.8131704023,1.2090120482994582e+19,51886.6810387854,227.78648124677065,2692227669.220652,86348.9717888551,293.8519555641158,7456144928.992493,2580628466.27329,50799.88647894098,6.659643280940034e+18,10206129638.567,101025.3910587185,1.0416508219923576e+20,0.0,0.0,0.0,1039245602.61965,32237.332436472625,1.0800314225642796e+18,3479457251.82164,58986.924413988905,1.21066227672542e+19,461537714.000476,21483.428823176157,2.1301706144478518e+17,1562013633.52562,39522.31816993558,2.43988659131991e+18,396963734.523232,19923.948768334856,1.57580206526631e+17,10498452882.9804,102461.95822343238,1.1021751293615948e+20,3571985351.9136,59766.08864492974,1.2759079354285324e+19,24426310594.8673,156289.1889890894,5.966446492769265e+20,17336550653.7427,131668.3358053207,3.005559885697864e+20,2583383189.53469,50826.99272566389,6.673868703970428e+18,3479167016.48318,58984.464195948916,1.2104603128584473e+19,2582757102.89435,50820.83335497707,6.670634252551216e+18,3475408345.2073,58952.59404985755,1.2078463165936544e+19,2662382746.58138,51598.28239952741,7.088281889294212e+18,2388668678.14814,48874.00820628629,5.705738053965983e+18,19185.756921998,138.5126597896308,368093268.6699942,13809.2103312928,117.51259647924047,190694289.97388378,43392.7556161472,208.30927875672558,1882931239.9626746,25741.7840262255,160.44246328894823,662639444.8528384,43403.3056907956,208.3346003207235,1883846944.8886495,20235.5408207828,142.2516812581939,409477112.30956703,19917.2970379461,141.12865420582065,396698721.2977765,2705.67429838177,52.01609653157155,7320673.408923683,27648.463097541,166.27827007020792,764437511.6560864,43930.5668691547,209.59619955799462,1929894705.445273,12232.4747576555,110.60051879469418,149633438.696679,27140.5017482682,164.74374570304087,736606835.1477493,2354.35462025368,48.521692264941464,5542985.677909849,92971.0868128739,304.91160491669365,8643622983.166935,31181.0621183401,176.58160186820172,972258634.8277841,81431.9363382859,285.3628152690639,6631160255.802648,41458.2725158063,203.61304603538127,1718788359.9948597,50028.0386052539,223.66948519021074,2502804646.688775
stress-ng --cpu 1 --cpu-method apery --timeout 10s,9.15,187302485.01407,13685.849809714777,3.508222089244592e+16,185904619.563872,13634.684432133807,3.4560527575187984e+16,186417088.407396,13653.464337207462,3.4751330850290892e+16,80005.2620069881,282.8520143237239,6400841948.806812,15214.3141117418,123.34631778752781,231475353.89074567,26.9850571444933,5.194714346765691,728.193309091569,46448.2280294969,215.51850971435587,2157437887.0801415,1127.02297485825,33.57116284638127,1270180.7858583399,187552766.24713,13694.990553013537,3.5176040126950588e+16,521.806439929331,22.843082977770994,272281.9607517225,186154869.637247,13643.858311974916,3.4653635489660424e+16,34.1647155187838,5.845059068887482,1167.2277864794266,81137.7961580619,284.84696971893857,6583341965.387204,368857189.490604,19205.65514348844,1.3605562623890733e+17,33294.5729069452,182.46800515965862,1108528585.0558894,368538757.245148,19197.363288877666,1.3582081559179813e+17,31337.5144755921,177.0240505569571,982039813.5079443,3472381782.53971,58926.91899751513,1.2057435243713655e+19,54053.4821034677,232.49404745813968,2921778927.509903,90373.3616469532,300.62162538139734,8167344495.370992,2576496790.48906,50759.20399778803,6.638335711400426e+18,3487091662.54123,59051.60169327527,1.215980826296456e+19,48132057.8100483,6937.727135744695,2316694989029831.5,185862836.732425,13633.152120196744,3.454499407822407e+16,3478345559.47339,58977.500451217755,1.2098887831108252e+19,4651254.46566284,2156.676717930353,21634168104348.508,8780052285.05472,93701.93319806545,7.708931812829461e+19,109287131.569758,10454.04857314897,1.1943677126745596e+16,4057359681.96259,63697.40718398662,1.646216758881557e+19,3529301330.31556,59407.9231274378,1.245596788016718e+19,24413755031.7517,156249.01609850765,5.960314347503815e+20,17303531751.0706,131542.8893976052,2.994122110603083e+20,2583046745.74703,50823.68292191181,6.672130490714321e+18,3478909842.41645,58982.28414037939,1.210281369166205e+19,2582317626.73121,50816.50939144886,6.66836432532671e+18,3481028628.7905,59000.24261636981,1.211756031445907e+19,2647796474.63652,51456.743723602645,7.010826171097583e+18,2388581162.32815,48873.112877410924,5.705319969028895e+18,21274.6596062079,145.85835459858959,452611141.3600141,15446.0865642727,124.28228580241313,238581590.15100563,45918.8301957946,214.2867942636564,2108538966.550218,26791.9854681234,163.6825753344668,717810485.3241354,45929.3737181336,214.3113942797573,2109507370.139981,21566.8744116144,146.85664578633956,465130071.886348,17791.1288037452,133.38339028434237,316524264.1114521,2753.32736930121,52.47215803929937,7580811.602543123,31077.7447602086,176.2888106494811,965826219.380673,48069.6681426304,219.24796040700218,2310692995.3426156,11458.8572057592,107.04605179902339,131305408.46197952,24796.1503857341,157.46793446836756,614849073.9519414,2201.1212434761,46.91610857132228,4844934.728481773,92149.963232298,303.56212417279266,8491615723.713874,37119.5043270999,192.66422690032496,1377857601.4895883,92897.9091534604,304.7915831407757,8630021525.084581,47377.8729448865,217.664588173838,2244662844.781808,55559.8006644925,235.71126545944404,3086891449.878141
stress-ng --cpu 1 --cpu-method bitops --timeout 10s,9.315,4847706.66345072,2201.750817747258,23500259894864.51,3370955.18599115,1836.016118118561,11363338865960.627,1652339266.47398,40648.97620449967,2.7302250515317704e+18,78125.9492467701,279.51019524656004,6103663945.708899,14543.5664603513,120.59670998974765,211515325.38665524,40.3119165926106,6.349166606146873,1625.050619369594,47806.4579136127,218.64687949662738,2285457418.246022,1293.75436749191,35.96879713712859,1673800.363404392,4628424.9902744,2151.377463457866,21422317890596.582,498.052701877293,22.31709438697818,248056.49384727166,3233826.32996989,1798.2842739594566,10457632732406.527,27.3829772346878,5.2328746626197535,749.8274422354303,43588.7303557398,208.77914253042567,1899977414.025392,1541036365.14327,39256.036034516655,2.3747930786939817e+18,90751.1670002482,301.24934356816146,8235774311.906938,1545701699.81587,39315.41300579036,2.38919374481367e+18,89329.5063341306,298.8804214633849,7979760701.899478,3475896530.66739,58956.73439622814,1.2081856691905597e+19,52972.3007670153,230.15712191243463,2806064648.55113,88166.3348067303,296.9281643878369,7773302593.252463,2579205305.82565,50785.877031175216,6.652300009599186e+18,11775641626.4839,108515.62848955858,1.386657357153804e+20,0.0,0.0,0.0,3257184.00663953,1804.767022814726,10609247653108.342,3474685254.06016,58946.46091208666,1.207343761478312e+19,11478315.2075939,3387.9662347186845,131751720004881.38,997838836.783466,31588.587128636602,9.956823441933805e+17,106134528.940245,10302.161372267714,1.1264538233367704e+16,11832669998.4324,108778.07682815687,1.400120792918022e+20,3553075386.2342,59607.67892003681,1.262434470026331e+19,24444637991.6009,156347.81095877517,5.97540326540418e+20,17337703071.1532,131672.711945768,3.0059594778347504e+20,2576191160.25067,50756.19331914747,6.636760894153693e+18,3469862182.43739,58905.536093285744,1.2039943565109166e+19,2575258816.36125,50747.007954767636,6.631957971246346e+18,3476806057.42923,58964.44740205093,1.2088180360976587e+19,2654668802.36827,51523.478166446315,7.047266450267385e+18,2390223560.16926,48889.9126627289,5.713168667588212e+18,18800.4488022833,137.11472861178444,353456875.16727555,13096.7864220629,114.44119198113457,171525814.58513114,53468.5736948542,231.2327262626426,2858888372.9620547,31608.3838747343,177.78746827246937,999089931.1725633,53475.5401027256,231.24778940073264,2859633389.278214,25330.1575808827,159.15450851572726,641616883.0723493,18597.8902581355,136.3740820615688,345881522.05365133,2816.66462961148,53.07225856896878,7933599.635704376,27513.1474519885,165.87087584018028,756973282.7148614,44471.5668856364,210.88282738439466,1977720261.2636318,13604.2100153612,116.63708679215715,185074530.14205396,28831.6937403637,169.79898038670225,831266563.9381273,2619.57026455644,51.181737607826875,6862148.370948298,96172.3243240165,310.1166301958289,9249115965.883816,34087.4536628415,184.62787888843195,1161954497.2163665,86541.2578135535,294.1789554226364,7489389303.951935,44174.4059807239,210.17708243460774,1951378143.7498157,52255.0548040902,228.59364558992056,2730590752.57847
stress-ng --cpu 1 --cpu-method callfunc --timeout 10s,9.695,1390130262.2098,37284.45067598288,1.9324621459114872e+18,937957352.524874,30626.08940960099,8.797639951554707e+17,1011334094.14553,31801.47943328313,1.0227966499811597e+18,78702.3797461212,280.5394441894423,6194064577.702667,14148.9877895228,118.94951781963137,200193855.4680653,50.6498566180237,7.116871266084816,2565.407975426359,46645.7371687581,215.97624213963465,2175824796.0168614,1048.15409166004,32.375207978637604,1098626.9998636835,1388415678.55973,37261.4503013467,1.9276980964704755e+18,535.705470765663,23.14531206887613,286980.3514082606,936799646.826836,30607.182928633534,8.775935782948846e+17,31.7337561356927,5.633272240509303,1007.0312784796141,81651.7679572688,285.7477348243881,6667011210.547669,2925420205.63794,54087.15379494413,8.558083379554727e+18,3495681.16173547,1869.6740790136312,12219786784512.244,2915008758.38958,53990.821056820205,8.497276061487959e+18,3476537.76853452,1864.5476042553914,12086314856046.98,3478630585.72418,58979.91679990893,1.2100870751935752e+19,53408.7590061477,231.10335135204704,2852495538.576763,89161.5289400693,298.5992781975022,7949778242.930816,2581099434.97754,50804.52179656394,6.662074293241377e+18,8472835521.11268,92048.00661129323,7.178894176782878e+19,0.0,0.0,0.0,937584805.434976,30620.006620426717,8.790652673825418e+17,3475920444.03028,58956.93720021657,1.208202293322766e+19,416408074.869875,20406.079360569856,1.7339568481683542e+17,2368734626.37342,48669.64789654246,5.610903730180425e+18,1192285542.8541,34529.48801899762,1.421544815698896e+18,8946652886.26669,94586.74794212289,8.004259786734408e+19,3573978182.13916,59782.75823462113,1.2773320046406736e+19,24404950660.9457,156220.83939393522,5.95601616763194e+20,17289203995.1289,131488.41772235645,2.9891657478518106e+20,2582841655.62863,50821.665218965725,6.671071018050443e+18,3478253468.00302,58976.71971212895,1.2098247187675034e+19,2582181408.4204,50815.16907794758,6.667660825991962e+18,3480865053.99656,58998.85637871772,1.2116421524134476e+19,2652696675.01891,51504.33646809665,7.03679964965638e+18,2391454717.45654,48902.50215946563,5.71905566564514e+18,19269.6088334219,138.81501659914858,371317824.59309125,14181.9542190818,119.0880103918182,201127825.47213206,55912.7894680616,236.4588536470174,3126240026.09978,34143.3261980206,184.7791281449845,1165766723.86444,55922.7422236622,236.47989813864137,3127353097.8141713,27834.0753676997,166.835473948737,774735751.5747873,14135.3999284966,118.89238801746981,199809531.13854167,2560.73489198958,50.603704330706655,6557363.187052885,25511.2019241845,159.72226496072645,650821423.616515,41769.3005871906,204.37539134443412,1744674471.5430808,12335.0653648649,111.06333942784586,152153837.55548966,27296.2834631709,165.21586928370684,745087090.9017771,2437.05620130262,49.36654941661023,5939242.928307557,94734.9740136044,307.790470959717,8974715301.358301,30965.6120390206,175.97048627261506,958869128.9511377,77526.8522875266,278.4364420968035,6010412825.611969,39422.6997256596,198.55150396222035,1554149253.6595216,46200.1893424921,214.94229305209365,2134457495.2821207
