"command","watt-median","L1-dcache-loads:u","L1-dcache-loads:u-square","L1-dcache-stores:u","L1-dcache-stores:u-square","L1-icache-loads:u","L1-icache-loads:u-square","L1-icache-load-misses:u","L1-icache-load-misses:u-square","dTLB-loads:u","dTLB-loads:u-square","dTLB-load-misses:u","dTLB-load-misses:u-square","dTLB-stores:u","dTLB-stores:u-square","branch-loads:u","branch-loads:u-square","branch-load-misses:u","branch-load-misses:u-square","branch-instructions:u","branch-instructions:u-square","branch-misses:u","branch-misses:u-square","cache-misses:u","cache-misses:u-square","cache-references:u","cache-references:u-square","cpu-cycles:u-square","instructions:u","instructions:u-square","mem-loads:u","mem-loads:u-square","mem-stores:u","mem-stores:u-square","ref-cycles:u","topdown-bad-spec:u","topdown-bad-spec:u-square","topdown-fe-bound:u","topdown-fe-bound:u-square","topdown-retiring:u","topdown-retiring:u-square"
"stress-ng --cpu 1 --cpu-method gray --timeout 10s",7.02,300677.72580509,90407094795.3209,183195.083309118,33560438548.6347,413557961.917357,"1.710301878652381e+17",12175.9213379793,148253060.42866,300388.170894004,90233053213.0454,48.1815219705207,2321.45905939577,182832.289804188,33427646195.0426,139000022.130593,"1.9321006152305344e+16",19554.4569493809,382376786.585191,139251466.790743,"1.93909710033734e+16",19682.4746674202,387399809.033638,1050.36491138354,1103266.44706575,1978.1766145481,3913182.71834498,"6.604014303894571e+18",3479590487.41601,"1.2107549960115984e+19",0,0,183857.897036847,33803726302.8118,3466800100.23561,2197830.79385072,4830460198398.49,2349709.71439394,5521135741917.25,6271954661.23068,"3.933741527253326e+19"
"stress-ng --cpu 1 --cpu-method hamming --timeout 10s",7.24,206436093.374973,"4.261586064792057e+16",206433456.166029,"4.2614771824651816e+16",1134985224.81626,"1.2881914605512164e+18",10225.9052955133,104569139.112807,206528398.378869,"4.265397933694082e+16",59.4092080655987,3529.4540029816,206525758.330996,"4.265288885419297e+16",465466233.349544,"2.1665881438861213e+17",3373.39083471736,11379765.7237551,465252265.499529,"2.1645967055244422e+17",3503.26483686013,12272864.5171806,1047.57113722886,1097405.28755497,1813.5382428116,3288920.95814019,"6.622726159161339e+18",11567991402.51,"1.3381842508854528e+20",0,0,206669440.976528,"4.2712257833550584e+16",3462820799.77516,681577.913542923,464548452229.524,208609281.00535,"4.351783212156908e+16",11596490327.8341,"1.3447858792354985e+20"
"stress-ng --cpu 1 --cpu-method hanoi --timeout 10s",7.97,1954353275.77712,"3.81949672654076e+18",1953890539.50116,"3.8176882403521336e+18",1152721458.60351,"1.3287667611250035e+18",11271.0827287492,127037305.878308,1955842852.41975,"3.825321263361424e+18",50.3242947588577,2532.53464297639,1955379790.22477,"3.8235101240194657e+18",1803053403.6603,"3.2510015764509926e+18",120322.493946812,14477502549.5806,1803018768.23348,"3.2508766786021755e+18",120251.079471362,14460322114.0278,1070.93416006122,1146899.97518603,1890.97398238293,3575782.60204916,"6.6202509802606e+18",8474348271.19737,"7.181457862154585e+19",0,0,1960876349.10997,"3.845036056498845e+18",3465390085.45983,12030258.5174001,144727119995478,3239998590.15479,"1.0497590864205027e+19",9069815458.43603,"8.226155245008516e+19"
"stress-ng --cpu 1 --cpu-method hyperbolic --timeout 10s",6.98,316099684.428403,"9.991901049573597e+16",106324699.344952,"1.1304941690794436e+16",597911921.243039,"3.574986655645421e+17",16311.1753696378,266054441.939079,316888037.019797,"1.0041802800626026e+17",51.4993136887526,2652.17931041254,106590243.758395,"1.1361480064474064e+16",216922130.686979,"4.705521078177879e+16",7252.22313748665,52594740.4358967,216469333.877756,"4.68589725094794e+16",7183.56327657965,51603581.3486238,1126.84267029327,1269774.40359367,2035.9930305664,4145267.62051495,"6.587326078496303e+18",1430659605.91336,"2.0467869079921708e+18",19024647.6782219,361937219280474,106757675.230293,"1.1397201220576716e+16",3462013936.15906,462866519.80907,"2.142454151601602e+17",3981345970.74814,"1.5851115738792448e+19",2240336824.50406,"5.019109087228934e+18"
"stress-ng --cpu 1 --cpu-method idct --timeout 10s",7.1,927453954.49089,"8.601708377007899e+17",313340137.985407,"9.818204207271389e+16",561726172.087286,"3.1553629240783526e+17",10347.9968545713,107081038.902218,920062599.806376,"8.465151875624676e+17",48.0259074386449,2306.48778530529,310843044.851731,"9.662339853269525e+16",412130235.090043,"1.698513306753741e+17",618451.409928842,382482146442.973,412620822.209635,"1.7025594292095523e+17",625466.553095441,391208409041.092,1012.76877440278,1025700.59040531,1899.0823850351,3606513.9051506,"6.617131497646651e+18",3515453526.72197,"1.2358413498541937e+19",0,0,313525275.593785,"9.829809843615883e+16",3464733386.55993,128628408.871728,"1.6545267568872436e+16",473541621.489508,"2.2424166728291245e+17",3724554861.08726,"1.3872308913248737e+19"
"stress-ng --cpu 1 --cpu-method int128 --timeout 10s",7.07,85444496.4713446,7300761977241621,85424527.00826,7297349814584942,574348912.982444,"3.298766738441151e+17",12169.8250221141,148104641.068874,84908523.0516387,7209457286810659,47.2961994620783,2236.9304835567,84888710.5482284,7206093178540903,21436213.5931635,459511253211728,23981.5774716904,575116058.030689,21590102.6407349,466132532037468,23926.7098895904,572487446.140623,1072.28753254713,1149800.55245601,1935.8283148135,3747431.26443368,"6.615100236966628e+18",4797988624.97483,"2.3020694845387858e+19",0,0,85325656.7971869,7280467707871326,3465798543.87295,2430993.78489445,5909730782195.44,4636538377.50901,"2.1497488126113886e+19",7013907429.89791,"4.919489743517711e+19"
"stress-ng --cpu 1 --cpu-method int64 --timeout 10s",7,1224718.05853975,1499934322913.37,1225716.68426178,1502381390077.69,566418455.534942,"3.208298667705891e+17",13302.0724291314,176945130.909858,1222898.70710912,1495481247849.16,48.4948064953261,2351.74625701912,1223933.82832219,1498014016111.41,71287901.3914683,5081964884799708,73377.8879635228,5384314441.9873,71081748.1043174,5052614913565630,73059.4017970005,5337676190.93556,1142.44070702777,1305170.76907411,2082.69074702778,4337600.74775513,"6.611109088594984e+18",5986897170.9345,"3.5842937735343518e+19",0,0,1223800.059573,1497686585810.88,3453677799.18684,6730516.23211496,45299848750763,144908878.507327,"2.0998583070251256e+16",6288350449.91285,"3.954335138091915e+19"
"stress-ng --cpu 1 --cpu-method int32 --timeout 10s",7.02,1199568.51998387,1438964634136.29,1122040.16966199,1258974142335.11,651094777.582334,"4.2392440939498906e+17",12310.9715783591,151560021.203166,1199294.28720822,1438306787330.27,52.3369493624999,2739.15626857288,1121832.27586701,1258507655176.96,79389629.9593177,6302713345077394,80922.659171029,6548476767.31052,79536420.0606322,6326042116061336,81375.8149246793,6622023254.65566,1097.99850980572,1205600.72753558,1947.50940894403,3792792.89792553,"6.613196560752309e+18",6479857538.99019,"4.198855372560799e+19",0,0,1124504.06910069,1264509401424.01,3465885623.06224,7343853.87366223,53932189717703.7,56795779.7603386,3225760598584890,6488761498.44054,"4.210402578364432e+19"
"stress-ng --cpu 1 --cpu-method int16 --timeout 10s",7,904753.212938694,818578376322.89,825077.998541569,680753703677.361,567633986.523298,"3.222083426563317e+17",11909.496418246,141836104.936214,904899.067116212,818842321667.791,53.0771718175449,2817.18616814918,825168.294088209,680902713568.445,81662023.2591204,6668686042773122,83629.7614801959,6993937005.23446,84049278.1536276,7064281158145862,85939.465802937,7385591782.49418,1006.87249008517,1013792.21129031,2019.94967895461,4080196.70550883,"6.604103578140065e+18",5864169837.73051,"3.4388487885748273e+19",0,0,851991.551562224,725889603933.406,3462939573.885,7058116.49354166,49817008436404.8,85352458.3519395,7285042146719567,5662753166.58806,"3.2066773425703105e+19"
"stress-ng --cpu 1 --cpu-method int8 --timeout 10s",7.01,1361733.16134703,1854317202712.18,1278639.11677949,1634917990958.63,593669853.017615,"3.5244389438195654e+17",9921.36672948181,98433517.7808686,1362629.59753134,1856759420068.42,51.4487001538161,2646.96874751728,1279473.11498887,1637051451979.32,84919811.2233768,7211374338213952,87105.0474466102,7587289290.67621,85145626.0855418,7249777641498896,86542.9346570617,7489679539.05645,1052.75309624637,1108289.08165632,1843.39177621291,3398093.24060939,"6.617294968793653e+18",5993100667.72058,"3.5917255613432865e+19",0,0,1279247.37529033,1636473847187.2,3462879036.90137,6538422.34925437,42750966817229,61676227.2590428,3803957008909094,6009728214.89893,"3.6116833216952275e+19"
"stress-ng --cpu 1 --cpu-method int128float --timeout 10s",7.33,463483476.529537,"2.148169330159059e+17",271731320.473054,"7.383791052602957e+16",969400460.494364,"9.39737252806685e+17",12003.8505222192,144092427.359782,467796213.499066,"2.1883329736406374e+17",47.7794700729954,2282.87776045626,274259517.314797,"7.521828283774542e+16",537072609.340945,"2.884469877042913e+17",18962.2100368848,359565409.482935,531424833.221537,"2.824123533645384e+17",18831.5252407355,354626342.892458,1088.21080347878,1184202.75280793,2067.95596759001,4276441.88389113,"6.618322065953782e+18",5794568598.88807,"3.357702524721965e+19",0,0,277003715.07684,"7.673105816637115e+16",3462762282.36273,2085581.93632094,4349652013108.2,5113418354.17055,"2.614704726476826e+19",7413536200.73438,"5.4960518999599145e+19"
"stress-ng --cpu 1 --cpu-method int128double --timeout 10s",7.38,800150425.85222,"6.402407039914892e+17",409591037.898059,"1.677648183264092e+17",846575092.476621,"7.166893872017994e+17",18518.4051294938,342931328.540062,802542415.691252,"6.440743289835503e+17",48.5426627043896,2356.39010243214,410815795.743562,"1.6876961803241603e+17",537108027.770618,"2.8848503349564294e+17",3320792.09334575,11027660127227.6,534623502.516894,"2.8582228944343136e+17",3246274.30538701,10538296865815.9,1049.9254886386,1102343.531693,1883.35128874531,3547012.07681862,"6.619685855454102e+18",5180910049.8181,"2.684182894430619e+19",0,0,404187739.066245,"1.6336772841148298e+17",3450174752.67545,764171399.647245,"5.839579280388296e+17",2697256864.04702,"7.275194590648764e+18",6189296624.24141,"3.8307392702846116e+19"
"stress-ng --cpu 1 --cpu-method int128longdouble --timeout 10s",7.21,870258254.142744,"7.573494289035767e+17",380553027.800423,"1.4482060696806954e+17",884800915.052895,"7.828726592784402e+17",11291.4928221977,127497810.153742,869785799.3444,"7.56527336741177e+17",50.8243636209978,2583.1159374794,380346414.441816,"1.4466339497874563e+17",767399830.625296,"5.88902500043733e+17",5726198.42237415,32789348372400.2,767467687.3024,"5.890066510532945e+17",5800921.30563237,33650687994139.6,1074.38058439989,1154293.64013545,1998.17279808044,3992694.53098862,"6.599096637528623e+18",4990992921.73737,"2.4910010344832524e+19",7280915.59381041,53011731884191.6,379718587.216617,"1.4418620547778355e+17",3461624853.51633,1023290719.30514,"1.0471238962160308e+18",1078390000.75439,"1.1629249937270533e+18",5256476419.7127,"2.7630544350995644e+19"
"stress-ng --cpu 1 --cpu-method int64float --timeout 10s",7.57,710760521.759385,"5.0518051929167315e+17",382750473.21413,"1.4649792474564045e+17",1229547425.54327,"1.5117868716600835e+18",11684.2229901325,136521066.883141,713455595.494828,"5.090188867428796e+17",56.8900506039216,3236.47785771676,384201718.915602,"1.4761096081770326e+17",900548391.882644,"8.109874061224163e+17",29833.5178852113,890038789.407222,903960475.07322,"8.171445404946016e+17",30087.5368168778,905259871.706977,1077.9252977872,1161922.94760962,1920.25725348707,3687387.91956971,"6.589412831405425e+18",6180245350.67317,"3.819543259451734e+19",0,0,383140559.350009,"1.467966882190378e+17",3458556149.35588,5875856.58241674,34525690577130.1,497567328.153204,"2.475732460455182e+17",6325644166.62961,"4.001377412281522e+19"
"stress-ng --cpu 1 --cpu-method int64double --timeout 10s",7.65,985244588.01434,"9.707068982115466e+17",491122940.502148,"2.4120174268747638e+17",940816495.328583,"8.851356778823576e+17",16696.6911399864,278779495.0241,982453272.927708,"9.652144334863656e+17",51.1609484885346,2617.44265024649,489731670.557793,"2.3983710914732672e+17",676884979.088737,"4.5817327491595994e+17",4139681.8250219,17136965612416.6,676185580.967694,"4.572269399086179e+17",4021165.20874393,16169769636012.6,1027.57303915821,1055906.35080484,1968.69346299382,3875753.9512346,"6.611425925172389e+18",5466657024.88429,"2.9884339027716755e+19",0,0,490693797.683936,"2.4078040308548352e+17",3454990810.79727,893260776.058559,"7.97914814044739e+17",837200582.983379,"7.009048161477097e+17",5712393131.26787,"3.263143528615634e+19"
"stress-ng --cpu 1 --cpu-method int64longdouble --timeout 10s",7.25,872346494.951586,"7.609884072543174e+17",379713787.459598,"1.4418256038691277e+17",872877955.733401,"7.619159256053211e+17",12488.6907572624,155967396.830531,871085389.209032,"7.587897552934509e+17",50.382112356992,2538.35724555257,379164790.624383,"1.4376593844923218e+17",770978711.851828,"5.94408174128704e+17",5824099.50316048,33920135022714.2,772463171.316138,"5.966993510397852e+17",5782782.4051752,33440572345603.9,1057.71256024514,1118755.86010033,1989.87899381348,3959618.41002015,"6.596636764027353e+18",4893137684.93247,"2.3942796403706294e+19",7044333.21620659,49622630460951.5,379488120.97534,"1.4401123396139429e+17",3465686738.09745,1035876670.28966,"1.073040476050393e+18",853855085.32469,"7.290685067348337e+17",5060540294.99072,"2.560906807722476e+19"
"stress-ng --cpu 1 --cpu-method int32float --timeout 10s",7.51,727348151.238401,"5.2903533310991994e+17",391682237.918637,"1.5341497550095174e+17",1230243603.56939,"1.5134993241233987e+18",11491.5895827508,132056631.138387,726088709.332246,"5.272048138197667e+17",49.9749232756336,2497.49295640547,391003717.849071,"1.5288390737179594e+17",922353139.381409,"8.50735313726741e+17",30728.5299170198,944242550.861181,920124230.59208,"8.466285997226673e+17",30730.8110725936,944382749.179441,1071.70143941848,1148543.97525164,1939.32234827658,3760971.17052499,"6.601355234448892e+18",6045693463.52235,"3.6550409454876873e+19",0,0,390327553.935315,"1.5235559936112624e+17",3451460332.18868,6035997.53235918,36433266210646.1,593122469.514034,"3.5179426384242624e+17",6069786790.50271,"3.6842311682161193e+19"
"stress-ng --cpu 1 --cpu-method int32double --timeout 10s",7.5,986497440.444709,"9.731772000039621e+17",491747497.978843,"2.4181560176845216e+17",932614960.783562,"8.697706650773248e+17",18079.4130412861,326865175.917426,982764537.555442,"9.658261362765617e+17",51.4058156951329,2642.55788728197,489887083.960381,"2.3998935503120534e+17",678223537.283492,"4.599871665253322e+17",3749379.65243957,14057847778127.9,675948558.019285,"4.5690645308835066e+17",3832141.70980656,14685310084039.1,1131.45688746556,1280194.68819325,2030.03797240238,4121054.16939557,"6.605013308215195e+18",5367847576.25097,"2.8813787601863414e+19",0,0,489068965.52353,"2.3918845303825578e+17",3452040380.26012,897816143.239956,"8.060738270622692e+17",778114965.993313,"6.054629003027745e+17",5611983484.53349,"3.1494358630676656e+19"
"stress-ng --cpu 1 --cpu-method int32longdouble --timeout 10s",7.25,873760527.56475,"7.634574595302301e+17",380329389.186261,"1.446504442787944e+17",875619274.152772,"7.667091132678272e+17",13434.9040772055,180496647.563713,871392751.783126,"7.593253278601686e+17",52.4085343992874,2746.65447788129,379298501.811006,"1.4386735347607373e+17",771851575.162175,"5.957548540803308e+17",5795242.03297608,33584830220772.7,772826153.645485,"5.972602637584749e+17",5734123.68153218,32880174395108.2,1118.60851813138,1251285.01683608,1995.38744908725,3981571.07197492,"6.611822613719213e+18",4875508999.95141,"2.37705880086072e+19",6937160.56445454,48124196697023.2,378842813.496282,"1.4352187733777869e+17",3460190662.27118,1039515173.98097,"1.0805917969366863e+18",854941108.447718,"7.309242989138127e+17",5047913095.41974,"2.5481426618910097e+19"
"stress-ng --cpu 1 --cpu-method intconversion --timeout 10s",6.84,118742.467033946,14099773477.3078,119484.220855353,14276479033.4108,263333482.403976,"6.934452295500514e+16",9685.82352169867,93815177.2934912,118145.949212365,13958465315.2907,49.5830608159368,2458.47991987689,118879.76807713,14132399258.0722,65764149.309318,4324923334378271,4096.83965346927,16784095.1462382,65856780.907426,4337115591488710,4430.19633201682,19626639.5402153,1031.0637360022,1063092.42769881,1954.45819634131,3819906.84124573,"6.606374119847279e+18",3740279845.94344,"1.3989693325970684e+19",0,0,118870.45658439,14130185448.5813,3453984852.42794,802970.495938083,644761617347.051,2068155.91458708,4277268887041.52,3760237012.60213,"1.413938239094299e+19"
"stress-ng --cpu 1 --cpu-method ipv4checksum --timeout 10s",7.94,913528112.263657,"8.345336118960006e+17",121183585.210048,"1.4685461324360966e+16",1333252764.03869,"1.777562932816807e+18",10179.2393284079,103616913.305006,912610183.724681,"8.32857347437996e+17",50.891291247046,2589.92352479166,121061529.789914,"1.4655893995074234e+16",1036615172.87598,"1.074571016636698e+18",29509928.7589026,870835895355507,1041592293.24371,"1.0849145053446908e+18",28684624.6006348,822807688479343,1066.24134134145,1136870.59798561,1948.0760257853,3795000.20223945,"6.612849230248667e+18",9087151307.75307,"8.257631888999835e+19",0,0,121070777.695912,"1.4658133211892944e+16",3453868850.22016,2432884874.82018,"5.918928814128803e+18",1220626552.97106,"1.4899291818180122e+18",9172205364.26217,"8.412935124419974e+19"
"stress-ng --cpu 1 --cpu-method jmp --timeout 10s",7.99,1140748363.61044,"1.3013068290798966e+18",2279974621.94603,"5.198284276717943e+18",1901433210.15029,"3.615448252662437e+18",13295.75144088,176777006.377663,1139890860.17675,"1.299351173114491e+18",48.479146914669,2350.22768557406,2278260929.78885,"5.190472864202355e+18",1807773839.82402,"3.2680462559520814e+18",97988.5354590094,9601753081.40155,1809048956.48014,"3.2726581269418834e+18",98108.2325489559,9625225293.88001,1031.41152110793,1063809.72587417,1828.94905784724,3345054.65620031,"6.583822404813528e+18",9984914877.28826,"9.969852510669242e+19",0,0,2282269784.26453,"5.208755368166865e+18",3462992706.89062,8063307.26636737,65016924071852.8,2857602331.65207,"8.165891085863347e+18",10009348674.1764,"1.0018706088123684e+20"
"stress-ng --cpu 1 --cpu-method lfsr32 --timeout 10s",6.79,483534.940893895,233806039065.263,368722.212932001,135956070309.472,318260947.21552,"1.0129003052252002e+17",11786.5388523989,138922498.119109,482996.364536055,233285488155.046,49.5029909302181,2450.54611103726,368361.518721062,135690208474.487,79585752.571143,6333892012315195,41394.6292029367,1713515326.84862,79327040.6650695,6292779380677591,41429.9111433074,1716437537.34235,1076.99115953375,1159909.95771385,1942.15727534387,3771974.88217112,"6.604731041137445e+18",3952952082.96857,"1.5625830170245558e+19",0,0,368034.053830771,135449064779.111,3457320365.90952,3557643.02152555,12656823868609.4,2437985.51822231,5943773387061.71,3969591213.91306,"1.5757654405575762e+19"
"stress-ng --cpu 1 --cpu-method ln2 --timeout 10s",6.85,285407998.956134,"8.145772586814459e+16",285184285.459342,"8.133007667295547e+16",145120919.162897,"2.1060081178684084e+16",11736.1562838741,137737364.319518,285531097.461755,"8.152800761771422e+16",52.1044184847133,2714.87042563013,285307503.592378,"8.14003716061148e+16",71749224.6387892,5147951236267436,47563.4662409983,2262283320.85859,71610108.8087348,5128007683598838,47505.6273720183,2256784632.00905,1087.63998306719,1182960.7327664,1912.69394255537,3658398.11788801,"6.611576452295273e+18",1712788629.74037,"2.9336448901678945e+18",87875744.7061501,7722146507660467,285495425.221468,"8.150763782238682e+16",3462264024.73333,11331911.4883552,128412217979917,39596199.663138,1567859027763090,1749100791.31156,"3.059353578166725e+18"
"stress-ng --cpu 1 --cpu-method logmap --timeout 10s",6.65,328847.210877524,108140488101.927,233278.688368667,54418946447.0057,199038854.178214,"3.9616465472576344e+16",9872.91824195493,97474514.6123264,329371.303723009,108485455716.195,50.1398221865017,2514.00176889401,233640.217430004,54587751200.7396,39903337.7864472,1592276366499300,22208.4602420967,493215706.32479,39940284.6153293,1595226335153510,21963.8358752426,482410086.354594,1047.57068021162,1097404.33003904,2046.02079665461,4186201.10034317,"6.577961228675155e+18",1944656307.11063,"3.781688152785153e+18",0,0,233421.087740463,54485404201.9409,3459885351.99116,3571834.22245013,12757999712665.9,1878787.15981184,3529841191873.84,1951522993.71255,"3.8084419949887933e+18"
"stress-ng --cpu 1 --cpu-method longdouble --timeout 10s",7.14,809863036.472758,"6.558781378448759e+17",345482863.467971,"1.193584089500287e+17",734259324.81596,"5.391367560791895e+17",14265.6668358213,203509250.270652,808857694.572873,"6.542507700697431e+17",51.4727984832892,2649.4489837013,345059812.754216,"1.1906627437797462e+17",622919842.159776,"3.880291297563602e+17",3625259.28159768,13142504858810.1,624353721.700592,"3.8981756980138035e+17",3631692.41128214,13189189770164.3,1043.98325974509,1089901.04662798,2001.93477368354,4007742.83808337,"6.593923088817293e+18",3983167887.82515,"1.5865626422601466e+19",8105324.17612141,65696280000018.2,345555313.849473,"1.1940847492960779e+17",3464153169.04106,809215878.29856,"6.5483033769051e+17",900581865.597563,"8.110476966431871e+17",4201488810.08108,"1.765250822123653e+19"
"stress-ng --cpu 1 --cpu-method loop --timeout 10s",7.79,4198191824.86849,"1.7624814598392623e+19",2099401914.53807,"4.407488398766114e+18",1052055424.48666,"1.1068206161918063e+18",11364.1861466982,129144726.776807,4380730955.92816,"1.919080370822725e+19",49.8430009381541,2484.32474252083,2190682312.10386,"4.799088992564713e+18",812681618.369607,"6.604514128358435e+17",52248.9254728549,2729950213.06795,1015790414.24977,"1.0318301656817194e+18",64570.8280772709,4169391838.58448,1036.43213397412,1074191.56833415,1934.96011185779,3744070.63448071,"6.595770047596362e+18",9903473218.40575,"9.807878178767995e+19",0,0,1980775105.37985,"3.9234700180925553e+18",3463013312.9067,9790348.57768782,95850925272633.9,3753451.91598335,14088401285599.1,7780448695.18041,"6.053538189833455e+19"
"stress-ng --cpu 1 --cpu-method matrixprod --timeout 10s",8.34,1632840149.85935,"2.6661669549927045e+18",37781112.6892116,1427412476034910,1039840401.54989,"1.0812680606954365e+18",10417.401006328,108522243.726644,1638084632.51687,"2.6833212632879293e+18",63.7425612437529,4063.11411391359,37902052.1742616,1436565559020450,818914042.699452,"6.706202093303599e+17",6393253.08422304,40873684998927.4,821668659.400774,"6.751393858414652e+17",6414856.24799918,41150380682494.1,1022.64142426667,1045795.48262616,2046.57913963154,4188486.17477498,"6.602515900771116e+18",6752263790.63115,"4.559306629826855e+19",60276196.6545631,3633219883139560,37869964.8448742,1434134237352008,3460791192.27977,1167156858.11513,"1.3622551314451817e+18",16448977.2752038,270568853400171,6792696749.95396,"4.61407291368351e+19"
"stress-ng --cpu 1 --cpu-method nsqrt --timeout 10s",6.92,4112389.32701221,16911745976923.9,3823852.11200905,14621844974516.1,314318820.623391,"9.879632099807942e+16",10380.8742211948,107762549.596267,4107170.35518039,16868848326472.6,51.0249389203767,2603.54439182817,3818981.12625405,14584616842684.7,577400621.398096,"3.333914775909073e+17",174118.738484508,30317335091.4365,578058584.407011,"3.341517270066375e+17",252461.930789973,63737026498.2011,1143.0772614397,1306625.62562048,2060.01342432353,4243655.30839316,"6.607046819106364e+18",3092825045.43096,"9.565566761645021e+18",3446877.25321787,11880962798750.8,3820456.99706754,14595891666442.3,3462697688.45676,35356436.2835979,1250077586676120,100380459.327543,"1.0076236614808516e+16",3289479899.44581,"1.0820678008858016e+19"
"stress-ng --cpu 1 --cpu-method omega --timeout 10s",6.84,48538485.1049056,2355984536279140,23078527.657399,532618438833331,572204434.226819,"3.2741791454883405e+17",11248.9643773753,126539199.563458,48600014.3916658,2361961398870123,50.0629484810439,2506.29881061566,23107731.7247981,533967265465241,42822854.892282,1833796901125440,23351.7488079008,545304172.387296,42897209.3876854,1840170573250920,23002.0979109509,529096508.304972,1034.2493237415,1069671.66365975,1926.84889262207,3712746.6549989,"6.619526542374253e+18",338706620.068391,"1.1472217447815339e+17",11381231.6210495,129532433211977,23113959.2042612,534255110096251,3467067592.42365,1004044965.70871,"1.0081062931650045e+18",5344752793.68299,"2.8566382425582125e+19",1314678395.35081,"1.7283792832021809e+18"
"stress-ng --cpu 1 --cpu-method parity --timeout 10s",7.15,454059.705200296,206170215886.58,306669.659562624,94046280096.2557,2195819701.15798,"4.82162415999352e+18",9848.22723368429,96987579.6462809,452532.836929238,204785968499.224,50.856332325815,2586.36653763374,305512.545051015,93337915183.5485,1627876851.54501,"2.649983043796095e+18",14964967.2267548,223950244097845,1632718252.12335,"2.665768890816727e+18",14997405.9598338,224922185524058,1085.65402255106,1178644.6566813,1929.20618361281,3721836.4988899,"6.5738389378149e+18",7779784795.2009,"6.052505145963911e+19",0,0,306952.140905688,94219616806.5853,3465467577.52847,2783823313.14607,"7.749672238815562e+18",948731955.497407,"9.000923233819338e+17",7708368216.73029,"5.941894056469772e+19"
"stress-ng --cpu 1 --cpu-method phi --timeout 10s",7.26,250671472.465627,"6.28361871080856e+16",146266961.477269,"2.1394024019792892e+16",1670685916.48417,"2.791191431538551e+18",11651.567177094,135759017.682334,249298031.826778,"6.214950867270522e+16",49.7299530992596,2473.06823525456,145465582.180463,"2.116023559910103e+16",2853186291.30146,"8.140672012870578e+18",3469.37306189407,12036549.4425962,2864462626.23065,"8.205146137072193e+18",3444.56095403937,11865000.1660926,1144.2892597546,1309397.90998973,2068.3224596265,4277957.79699541,"6.563104920054887e+18",12600280196.8861,"1.5876706104004005e+20",0,0,146364660.696827,"2.1422613900897292e+16",3466278316.94279,758326.488914009,575059063788.649,106535404.015247,"1.1349792308691908e+16",12709507839.2166,"1.6153158951510822e+20"
"stress-ng --cpu 1 --cpu-method pi --timeout 10s",6.86,291629531.449971,"8.504778361372963e+16",195129219.27367,"3.807541221435198e+16",248417101.558256,"6.171105634660487e+16",13154.4802072558,173040349.523085,291039904.433363,"8.470422597258107e+16",50.6361480667424,2564.01949103706,194734875.927953,"3.792167190267525e+16",120450702.431012,"1.4508371716124202e+16",3937.86151013126,15506753.2729732,119261065.613983,"1.422320177138276e+16",3999.26517125911,15994121.9100462,1065.07335123516,1134381.24351129,2004.07787867419,4016328.14379124,"6.59888202364984e+18",1603302441.3215,"2.570578718347482e+18",13175099.7977632,173583254681020,195306265.14775,"3.8144537205963224e+16",3462662572.01285,748880098.765033,"5.6082140232632557e+17",1490729336.68933,"2.22227395526621e+18",2020319227.17523,"4.0816897796939187e+18"
"stress-ng --cpu 1 --cpu-method prime --timeout 10s",6.96,101108.703585005,10222969940.6404,100886.51358467,10178088623.2698,831003306.259337,"6.905664950139493e+17",10753.9425213056,115647279.751545,101535.439722015,10309445519.5429,50.5564141786493,2555.95101460313,101258.928649398,10253370631.2239,531141234.355938,"2.8211101083314947e+17",11105476.668143,123331612026669,530362962.685175,"2.8128487218819632e+17",11048534.0949005,122070105646179,1073.0598371746,1151457.41415718,1967.80276837609,3872247.7352286,"6.626213975004819e+18",2288937047.30769,"5.239232806537647e+18",0,0,100975.181361281,10195987250.9436,3455685726.85821,1758879407.0556,"3.093656768564259e+18",1156560815.55026,"1.3376329200662828e+18",3145602693.99646,"9.894816308477786e+18"
"stress-ng --cpu 1 --cpu-method psi --timeout 10s",7.01,28040945.2536657,786294610719077,15340194.1312309,235321555983851,254229193.242785,"6.463248269687732e+16",10850.4583572367,117732446.562128,28085179.4114581,788777302573790,49.6305693413146,2463.19341314304,15364361.7357609,236063611547314,494210838.431765,"2.4424435282342816e+17",3759.63310932521,14134841.1167343,493468555.135809,"2.4351121490782298e+17",3721.12361106192,13846760.9288025,980.15323550914,960700.365079036,2055.80223310237,4226322.82162869,"6.617736053566823e+18",3844341997.5881,"1.4778965394419663e+19",2545578.06015152,6479967660324.78,15371671.8507046,236288295485744,3464555797.1914,933290.083089695,871030379193.57,236548902.513858,"5.595538328051069e+16",4554463711.65382,"2.074313970077149e+19"
