\,L1-dcache-loads:u,L1-dcache-loads:u-watt,L1-dcache-loads:u-runtime,L1-dcache-stores:u,L1-dcache-stores:u-watt,L1-dcache-stores:u-runtime,L1-icache-loads:u,L1-icache-loads:u-watt,L1-icache-loads:u-runtime,L1-icache-load-misses:u,L1-icache-load-misses:u-watt,L1-icache-load-misses:u-runtime,LLC-loads:u,LLC-loads:u-watt,LLC-loads:u-runtime,LLC-load-misses:u,LLC-load-misses:u-watt,LLC-load-misses:u-runtime,LLC-stores:u,LLC-stores:u-watt,LLC-stores:u-runtime,LLC-store-misses:u,LLC-store-misses:u-watt,LLC-store-misses:u-runtime,dTLB-loads:u,dTLB-loads:u-watt,dTLB-loads:u-runtime,dTLB-load-misses:u,dTLB-load-misses:u-watt,dTLB-load-misses:u-runtime,dTLB-stores:u,dTLB-stores:u-watt,dTLB-stores:u-runtime,dTLB-store-misses:u,dTLB-store-misses:u-watt,dTLB-store-misses:u-runtime,iTLB-load-misses:u,iTLB-load-misses:u-watt,iTLB-load-misses:u-runtime,branch-loads:u,branch-loads:u-watt,branch-loads:u-runtime,branch-load-misses:u,branch-load-misses:u-watt,branch-load-misses:u-runtime,L1-dcache-load-misses:u,L1-dcache-load-misses:u-watt,L1-dcache-load-misses:u-runtime,node-loads:u,node-loads:u-watt,node-loads:u-runtime,node-load-misses:u,node-load-misses:u-watt,node-load-misses:u-runtime,branch-instructions:u,branch-instructions:u-watt,branch-instructions:u-runtime,branch-misses:u,branch-misses:u-watt,branch-misses:u-runtime,bus-cycles:u,bus-cycles:u-watt,bus-cycles:u-runtime,cache-misses:u,cache-misses:u-watt,cache-misses:u-runtime,cache-references:u,cache-references:u-watt,cache-references:u-runtime,cpu-cycles:u,cpu-cycles:u-watt,cpu-cycles:u-runtime,instructions:u,instructions:u-watt,instructions:u-runtime,mem-loads:u,mem-loads:u-watt,mem-loads:u-runtime,mem-stores:u,mem-stores:u-watt,mem-stores:u-runtime,ref-cycles:u,ref-cycles:u-watt,ref-cycles:u-runtime,topdown-bad-spec:u,topdown-bad-spec:u-watt,topdown-bad-spec:u-runtime,topdown-be-bound:u,topdown-be-bound:u-watt,topdown-be-bound:u-runtime,topdown-fe-bound:u,topdown-fe-bound:u-watt,topdown-fe-bound:u-runtime,topdown-retiring:u,topdown-retiring:u-watt,topdown-retiring:u-runtime,mem-loads-aux:u,mem-loads-aux:u-watt,mem-loads-aux:u-runtime,slots:u,slots:u-watt,slots:u-runtime,topdown-br-mispredict:u,topdown-br-mispredict:u-watt,topdown-br-mispredict:u-runtime,topdown-fetch-lat:u,topdown-fetch-lat:u-watt,topdown-fetch-lat:u-runtime,topdown-heavy-ops:u,topdown-heavy-ops:u-watt,topdown-heavy-ops:u-runtime,topdown-mem-bound:u,topdown-mem-bound:u-watt,topdown-mem-bound:u-runtime,cstate_core/c1-residency/:u,cstate_core/c1-residency/:u-watt,cstate_core/c1-residency/:u-runtime,cstate_core/c6-residency/:u,cstate_core/c6-residency/:u-watt,cstate_core/c6-residency/:u-runtime,cstate_core/c7-residency/:u,cstate_core/c7-residency/:u-watt,cstate_core/c7-residency/:u-runtime,cstate_pkg/c10-residency/:u,cstate_pkg/c10-residency/:u-watt,cstate_pkg/c10-residency/:u-runtime,cstate_pkg/c2-residency/:u,cstate_pkg/c2-residency/:u-watt,cstate_pkg/c2-residency/:u-runtime,cstate_pkg/c3-residency/:u,cstate_pkg/c3-residency/:u-watt,cstate_pkg/c3-residency/:u-runtime,cstate_pkg/c6-residency/:u,cstate_pkg/c6-residency/:u-watt,cstate_pkg/c6-residency/:u-runtime,cstate_pkg/c8-residency/:u,cstate_pkg/c8-residency/:u-watt,cstate_pkg/c8-residency/:u-runtime,i915/actual-frequency/:u,i915/actual-frequency/:u-watt,i915/actual-frequency/:u-runtime,i915/bcs0-busy/:u,i915/bcs0-busy/:u-watt,i915/bcs0-busy/:u-runtime,i915/bcs0-sema/:u,i915/bcs0-sema/:u-watt,i915/bcs0-sema/:u-runtime,i915/bcs0-wait/:u,i915/bcs0-wait/:u-watt,i915/bcs0-wait/:u-runtime,i915/interrupts/:u,i915/interrupts/:u-watt,i915/interrupts/:u-runtime,i915/rc6-residency/:u,i915/rc6-residency/:u-watt,i915/rc6-residency/:u-runtime,i915/rcs0-busy/:u,i915/rcs0-busy/:u-watt,i915/rcs0-busy/:u-runtime,i915/rcs0-sema/:u,i915/rcs0-sema/:u-watt,i915/rcs0-sema/:u-runtime,i915/rcs0-wait/:u,i915/rcs0-wait/:u-watt,i915/rcs0-wait/:u-runtime,i915/requested-frequency/:u,i915/requested-frequency/:u-watt,i915/requested-frequency/:u-runtime,i915/software-gt-awake-time/:u,i915/software-gt-awake-time/:u-watt,i915/software-gt-awake-time/:u-runtime,i915/vcs0-busy/:u,i915/vcs0-busy/:u-watt,i915/vcs0-busy/:u-runtime,i915/vcs0-sema/:u,i915/vcs0-sema/:u-watt,i915/vcs0-sema/:u-runtime,i915/vcs0-wait/:u,i915/vcs0-wait/:u-watt,i915/vcs0-wait/:u-runtime,i915/vcs1-busy/:u,i915/vcs1-busy/:u-watt,i915/vcs1-busy/:u-runtime,i915/vcs1-sema/:u,i915/vcs1-sema/:u-watt,i915/vcs1-sema/:u-runtime,i915/vcs1-wait/:u,i915/vcs1-wait/:u-watt,i915/vcs1-wait/:u-runtime,i915/vecs0-busy/:u,i915/vecs0-busy/:u-watt,i915/vecs0-busy/:u-runtime,i915/vecs0-sema/:u,i915/vecs0-sema/:u-watt,i915/vecs0-sema/:u-runtime,i915/vecs0-wait/:u,i915/vecs0-wait/:u-watt,i915/vecs0-wait/:u-runtime,intel_bts//:u,intel_bts//:u-watt,intel_bts//:u-runtime,intel_pt//:u,intel_pt//:u-watt,intel_pt//:u-runtime,msr/aperf/:u,msr/aperf/:u-watt,msr/aperf/:u-runtime,msr/cpu_thermal_margin/:u,msr/cpu_thermal_margin/:u-watt,msr/cpu_thermal_margin/:u-runtime,msr/mperf/:u,msr/mperf/:u-watt,msr/mperf/:u-runtime,msr/pperf/:u,msr/pperf/:u-watt,msr/pperf/:u-runtime,msr/smi/:u,msr/smi/:u-watt,msr/smi/:u-runtime,msr/tsc/:u,msr/tsc/:u-watt,msr/tsc/:u-runtime,power/energy-cores/:u,power/energy-cores/:u-watt,power/energy-cores/:u-runtime,power/energy-gpu/:u,power/energy-gpu/:u-watt,power/energy-gpu/:u-runtime,power/energy-pkg/:u,power/energy-pkg/:u-watt,power/energy-pkg/:u-runtime,uncore_clock/clockticks/:u,uncore_clock/clockticks/:u-watt,uncore_clock/clockticks/:u-runtime,uncore_imc_free_running/data_read/:u,uncore_imc_free_running/data_read/:u-watt,uncore_imc_free_running/data_read/:u-runtime,uncore_imc_free_running/data_total/:u,uncore_imc_free_running/data_total/:u-watt,uncore_imc_free_running/data_total/:u-runtime,uncore_imc_free_running/data_write/:u,uncore_imc_free_running/data_write/:u-watt,uncore_imc_free_running/data_write/:u-runtime,unc_m_clockticks:u,unc_m_clockticks:u-watt,unc_m_clockticks:u-runtime,unc_mc0_wrcas_count_freerun:u,unc_mc0_wrcas_count_freerun:u-watt,unc_mc0_wrcas_count_freerun:u-runtime,unc_m_dram_page_hit_wr:u,unc_m_dram_page_hit_wr:u-watt,unc_m_dram_page_hit_wr:u-runtime,unc_m_vc0_requests_wr:u,unc_m_vc0_requests_wr:u-watt,unc_m_vc0_requests_wr:u-runtime,unc_m_dram_page_empty_wr:u,unc_m_dram_page_empty_wr:u-watt,unc_m_dram_page_empty_wr:u-runtime,unc_m_cas_count_wr:u,unc_m_cas_count_wr:u-watt,unc_m_cas_count_wr:u-runtime,unc_m_act_count_wr:u,unc_m_act_count_wr:u-watt,unc_m_act_count_wr:u-runtime,unc_m_prefetch_rd:u,unc_m_prefetch_rd:u-watt,unc_m_prefetch_rd:u-runtime,unc_m_dram_page_miss_wr:u,unc_m_dram_page_miss_wr:u-watt,unc_m_dram_page_miss_wr:u-runtime,unc_m_pre_count_idle:u,unc_m_pre_count_idle:u-watt,unc_m_pre_count_idle:u-runtime,unc_m_act_count_total:u,unc_m_act_count_total:u-watt,unc_m_act_count_total:u-runtime,unc_m_pre_count_page_miss:u,unc_m_pre_count_page_miss:u-watt,unc_m_pre_count_page_miss:u-runtime,unc_m_act_count_rd:u,unc_m_act_count_rd:u-watt,unc_m_act_count_rd:u-runtime,unc_m_dram_page_miss_rd:u,unc_m_dram_page_miss_rd:u-watt,unc_m_dram_page_miss_rd:u-runtime,unc_m_cas_count_rd:u,unc_m_cas_count_rd:u-watt,unc_m_cas_count_rd:u-runtime,unc_m_dram_page_empty_rd:u,unc_m_dram_page_empty_rd:u-watt,unc_m_dram_page_empty_rd:u-runtime,unc_m_vc0_requests_rd:u,unc_m_vc0_requests_rd:u-watt,unc_m_vc0_requests_rd:u-runtime,unc_mc0_rdcas_count_freerun:u,unc_mc0_rdcas_count_freerun:u-watt,unc_mc0_rdcas_count_freerun:u-runtime,unc_m_dram_page_hit_rd:u,unc_m_dram_page_hit_rd:u-watt,unc_m_dram_page_hit_rd:u-runtime,unc_m_dram_thermal_hot:u,unc_m_dram_thermal_hot:u-watt,unc_m_dram_thermal_hot:u-runtime,unc_m_dram_thermal_warm:u,unc_m_dram_thermal_warm:u-watt,unc_m_dram_thermal_warm:u-runtime,unc_m_vc1_requests_rd:u,unc_m_vc1_requests_rd:u-watt,unc_m_vc1_requests_rd:u-runtime,unc_m_vc1_requests_wr:u,unc_m_vc1_requests_wr:u-watt,unc_m_vc1_requests_wr:u-runtime
sleep 10s,108290,2.16,10.04355239868164,50243,2.16,10.04355239868164,<not supported>,2.16,10.04355239868164,13051,2.16,10.04355239868164,526,2.16,10.0442636013031,152,2.16,10.0442636013031,30,2.16,10.0442636013031,0,2.16,10.0442636013031,108297,2.12,10.037465810775757,220,2.12,10.037465810775757,50243,2.12,10.037465810775757,62,2.12,10.037465810775757,200,2.2,10.043920993804932,105848,2.2,10.043920993804932,4853,2.2,10.043920993804932,2372,2.2,10.043920993804932,17,2.39,10.040562868118286,0,2.39,10.040562868118286,105756,2.39,10.040562868118286,4891,2.39,10.040562868118286,1522612,2.25,10.034241676330566,1527,2.25,10.034241676330566,8817,2.25,10.034241676330566,473967,2.25,10.034241676330566,483841,2.12,10.0375337600708,0,2.12,10.0375337600708,50243,2.12,10.0375337600708,1542723,2.12,10.0375337600708,<not supported>,2.14,10.021067142486572,<not supported>,2.14,10.019620656967163,<not supported>,2.14,10.019121170043945,<not supported>,2.14,10.028974533081055,1265,2.1,10.029396533966064,2878986,2.1,10.029396533966064,508056,2.1,10.029396533966064,993532,2.1,10.029396533966064,<not supported>,2.15,10.022948980331421,<not supported>,2.15,10.02254867553711,nan,2.15,0.013588905334472656,nan,2.15,0.016209840774536133,nan,7.23,0.020438194274902344,nan,7.23,0.013152122497558594,nan,7.23,0.01649761199951172,nan,7.23,0.013695478439331055,nan,7.04,0.014736652374267578,nan,7.04,0.0196988582611084,nan,7.04,0.0202484130859375,nan,7.04,0.01893782615661621,nan,7.07,0.012066364288330078,nan,7.07,0.019975900650024414,nan,7.07,0.019544124603271484,nan,7.07,0.015621185302734375,nan,7.39,0.012883186340332031,nan,7.39,0.015082120895385742,nan,7.39,0.019254446029663086,nan,7.39,0.012302637100219727,nan,8.57,0.007091045379638672,nan,8.57,0.006761074066162109,nan,8.57,0.013333797454833984,nan,8.57,0.018160343170166016,nan,7.19,0.014991044998168945,nan,7.19,0.015084981918334961,nan,7.19,0.01999664306640625,nan,7.19,0.012006044387817383,nan,7.39,0.014133453369140625,nan,7.39,0.015439987182617188,nan,7.39,0.01407480239868164,nan,7.39,0.016411542892456055,nan,7.23,0.01941204071044922,nan,7.23,0.011434078216552734,nan,7.23,0.019216060638427734,nan,7.23,0.01942896842956543,nan,7.47,0.018181562423706055,nan,7.47,0.011894702911376953,nan,7.47,0.017834186553955078,nan,7.47,0.014542579650878906,nan,7.95,0.018668651580810547,nan,7.95,0.008461236953735352,nan,7.95,0.009415864944458008,nan,7.95,0.019103527069091797,nan,2.17,0.020975589752197266,<not supported>,2.17,10.012703895568848,<not supported>,2.17,10.02596116065979,<not supported>,2.17,10.01559329032898,<not supported>,2.11,10.019588470458984,<not supported>,2.11,10.019588470458984,<not supported>,2.11,10.019588470458984,<not supported>,2.11,10.019588470458984,<not supported>,2.12,10.021082878112793,<not supported>,2.12,10.021082878112793,<not supported>,2.12,10.021082878112793,<not supported>,2.12,10.021082878112793,<not supported>,2.28,10.02698826789856,<not supported>,2.28,10.02698826789856,<not supported>,2.28,10.02698826789856,<not supported>,2.28,10.02698826789856,<not supported>,2.17,10.027282238006592,<not supported>,2.17,10.027282238006592,<not supported>,2.17,10.027282238006592,<not supported>,2.17,10.027282238006592,<not supported>,2.11,10.019821643829346,<not supported>,2.11,10.019821643829346,<not supported>,2.11,10.019821643829346,<not supported>,2.11,10.019821643829346
sum_up_benchmark,19102266471,13.81,10.043104648590088,7624328274,13.81,10.043104648590088,<not supported>,13.81,10.043104648590088,28230897,13.81,10.043104648590088,7774403,13.28,10.042572021484375,94852,13.28,10.042572021484375,10253635,13.28,10.042572021484375,297589,13.28,10.042572021484375,19292384352,13.43,10.044784545898438,1470280,13.43,10.044784545898438,7700162329,13.43,10.044784545898438,2124370,13.43,10.044784545898438,1099010,13.84,10.045683145523071,24417778465,13.84,10.045683145523071,164035062,13.84,10.045683145523071,70426484,13.84,10.045683145523071,4867,13.47,10.04740285873413,0,13.47,10.04740285873413,23937925922,13.47,10.04740285873413,160182055,13.47,10.04740285873413,31558668596,14.69,10.038396835327148,10685994,14.69,10.038396835327148,232801773,14.69,10.038396835327148,31101368792,14.69,10.038396835327148,110496252831,15.02,10.03887391090393,0,15.02,10.03887391090393,9129060927,15.02,10.03887391090393,31473346905,15.02,10.03887391090393,<not supported>,13.82,10.030377864837646,<not supported>,13.82,10.014751195907593,<not supported>,13.82,10.015952825546265,<not supported>,13.82,10.01589560508728,851315,14.37,10.039631605148315,169184051652,14.37,10.039631605148315,23256213332,14.37,10.039631605148315,14895304888,14.37,10.039631605148315,<not supported>,14.27,10.0323326587677,<not supported>,14.27,10.01688528060913,nan,14.27,0.0067865848541259766,nan,14.27,0.01685476303100586,nan,7.56,0.010512590408325195,nan,7.56,0.015656709671020508,nan,7.56,0.01722097396850586,nan,7.56,0.015835285186767578,nan,8.73,0.017333507537841797,nan,8.73,0.0070307254791259766,nan,8.73,0.011582612991333008,nan,8.73,0.011878728866577148,nan,7.87,0.017869949340820312,nan,7.87,0.0194242000579834,nan,7.87,0.007738351821899414,nan,7.87,0.009909629821777344,nan,7.1,0.020008325576782227,nan,7.1,0.01971125602722168,nan,7.1,0.015472650527954102,nan,7.1,0.02016305923461914,nan,7.94,0.013988971710205078,nan,7.94,0.019072771072387695,nan,7.94,0.015382528305053711,nan,7.94,0.016402244567871094,nan,7.28,0.011167049407958984,nan,7.28,0.020277023315429688,nan,7.28,0.020125865936279297,nan,7.28,0.013666868209838867,nan,7.03,0.014635324478149414,nan,7.03,0.019685745239257812,nan,7.03,0.016792774200439453,nan,7.03,0.01451253890991211,nan,7.34,0.019787073135375977,nan,7.34,0.013365745544433594,nan,7.34,0.01594376564025879,nan,7.34,0.012314558029174805,nan,7.42,0.020781755447387695,nan,7.42,0.015555620193481445,nan,7.42,0.01312708854675293,nan,7.42,0.014072179794311523,nan,7.77,0.015528440475463867,nan,7.77,0.01107168197631836,nan,7.77,0.017305850982666016,nan,7.77,0.010663032531738281,nan,14.2,0.0157163143157959,<not supported>,14.2,10.023746490478516,<not supported>,14.2,10.0129075050354,<not supported>,14.2,10.012498617172241,<not supported>,13.94,10.024610042572021,<not supported>,13.94,10.024610042572021,<not supported>,13.94,10.024610042572021,<not supported>,13.94,10.024610042572021,<not supported>,14.81,10.022625207901001,<not supported>,14.81,10.022625207901001,<not supported>,14.81,10.022625207901001,<not supported>,14.81,10.022625207901001,<not supported>,15.03,10.033698081970215,<not supported>,15.03,10.033698081970215,<not supported>,15.03,10.033698081970215,<not supported>,15.03,10.033698081970215,<not supported>,15.02,10.021656513214111,<not supported>,15.02,10.021656513214111,<not supported>,15.02,10.021656513214111,<not supported>,15.02,10.021656513214111,<not supported>,14.89,10.030906438827515,<not supported>,14.89,10.030906438827515,<not supported>,14.89,10.030906438827515,<not supported>,14.89,10.030906438827515
stress-ng --cpu 1 --cpu-method all --timeout 10s,10076898192,11.97,10.083125114440918,4542648217,11.97,10.083125114440918,<not supported>,11.97,10.083125114440918,98214619,11.97,10.083125114440918,49934,12.0,10.0736083984375,980,12.0,10.0736083984375,752570,12.0,10.0736083984375,677,12.0,10.0736083984375,10078520123,12.08,10.0611093044281,6358,12.08,10.0611093044281,4543319639,12.08,10.0611093044281,4549,12.08,10.0611093044281,340861,12.1,10.050231218338013,8356496565,12.1,10.050231218338013,122349833,12.1,10.050231218338013,650743030,12.1,10.050231218338013,88,12.08,10.068459749221802,0,12.08,10.068459749221802,8397963164,12.08,10.068459749221802,122287289,12.08,10.068459749221802,34859073522,11.99,10.059003591537476,25421,11.99,10.059003591537476,5373944,11.99,10.059003591537476,34768853520,11.99,10.059003591537476,76519942853,12.07,10.058368682861328,0,12.07,10.058368682861328,4551037534,12.07,10.058368682861328,34889302630,12.07,10.058368682861328,<not supported>,12.07,10.048815965652466,<not supported>,12.07,10.026106834411621,<not supported>,12.07,10.026606321334839,<not supported>,12.07,10.02707839012146,27462170,12.12,10.049956798553467,208213576038,12.12,10.049956798553467,17964277516,12.12,10.049956798553467,13069235908,12.12,10.049956798553467,<not supported>,12.1,10.038391828536987,<not supported>,12.1,10.035818576812744,nan,12.1,0.006014585494995117,nan,12.1,0.008357048034667969,nan,7.11,0.014718294143676758,nan,7.11,0.01717662811279297,nan,7.11,0.015213966369628906,nan,7.11,0.014660120010375977,nan,7.39,0.012752294540405273,nan,7.39,0.019979238510131836,nan,7.39,0.017650842666625977,nan,7.39,0.015586376190185547,nan,7.68,0.011555671691894531,nan,7.68,0.0162203311920166,nan,7.68,0.015224218368530273,nan,7.68,0.015306711196899414,nan,7.45,0.017912864685058594,nan,7.45,0.011586666107177734,nan,7.45,0.020345211029052734,nan,7.45,0.010230541229248047,nan,8.1,0.01648426055908203,nan,8.1,0.020194053649902344,nan,8.1,0.007834911346435547,nan,8.1,0.010362625122070312,nan,7.5,0.018005847930908203,nan,7.5,0.014700174331665039,nan,7.5,0.01742243766784668,nan,7.5,0.012131690979003906,nan,7.84,0.014183282852172852,nan,7.84,0.009705543518066406,nan,7.84,0.01744842529296875,nan,7.84,0.016770362854003906,nan,7.61,0.014115095138549805,nan,7.61,0.017734050750732422,nan,7.61,0.01650261878967285,nan,7.61,0.015054464340209961,nan,7.76,0.01520395278930664,nan,7.76,0.016202449798583984,nan,7.76,0.011960506439208984,nan,7.76,0.01796269416809082,nan,8.3,0.014604806900024414,nan,8.3,0.012190103530883789,nan,8.3,0.0071332454681396484,nan,8.3,0.01797342300415039,nan,12.08,0.020128726959228516,<not supported>,12.08,10.04145359992981,<not supported>,12.08,10.030668497085571,<not supported>,12.08,10.024662971496582,<not supported>,12.09,10.036821603775024,<not supported>,12.09,10.036821603775024,<not supported>,12.09,10.036821603775024,<not supported>,12.09,10.036821603775024,<not supported>,12.1,10.048184633255005,<not supported>,12.1,10.048184633255005,<not supported>,12.1,10.048184633255005,<not supported>,12.1,10.048184633255005,<not supported>,12.1,10.04018759727478,<not supported>,12.1,10.04018759727478,<not supported>,12.1,10.04018759727478,<not supported>,12.1,10.04018759727478,<not supported>,12.11,10.046741247177124,<not supported>,12.11,10.046741247177124,<not supported>,12.11,10.046741247177124,<not supported>,12.11,10.046741247177124,<not supported>,12.12,10.037131786346436,<not supported>,12.12,10.037131786346436,<not supported>,12.12,10.037131786346436,<not supported>,12.12,10.037131786346436
stress-ng --cpu 1 --cpu-method ackermann --timeout 10s,13482003145,11.78,10.05548906326294,13481413083,11.78,10.05548906326294,<not supported>,11.78,10.05548906326294,276984,11.78,10.05548906326294,1420,11.78,10.053658246994019,290,11.78,10.053658246994019,281,11.78,10.053658246994019,31,11.78,10.053658246994019,13490051398,11.82,10.059960126876831,1034,11.82,10.059960126876831,13489461741,11.82,10.059960126876831,713,11.82,10.059960126876831,1094,12.83,10.052537441253662,42910613358,12.83,10.052537441253662,75568367,12.83,10.052537441253662,93421,12.83,10.052537441253662,9,12.1,10.050107479095459,0,12.1,10.050107479095459,37937964820,12.1,10.050107479095459,66271828,12.1,10.050107479095459,34892750074,11.79,10.05198335647583,12120,11.79,10.05198335647583,35073,11.79,10.05198335647583,28890031623,11.79,10.05198335647583,132708718108,11.76,10.061902523040771,0,11.76,10.061902523040771,13493703199,11.76,10.061902523040771,34869497663,11.76,10.061902523040771,<not supported>,12.45,10.036537170410156,<not supported>,12.45,10.025179862976074,<not supported>,12.45,10.02945351600647,<not supported>,12.45,10.030658721923828,6393,12.8,10.054734706878662,209184606366,12.8,10.054734706878662,6564596388,12.8,10.054734706878662,5747979868,12.8,10.054734706878662,<not supported>,12.0,10.040511131286621,<not supported>,12.0,10.032968282699585,nan,12.0,0.0062999725341796875,nan,12.0,0.007710456848144531,nan,7.54,0.014153718948364258,nan,7.54,0.017679691314697266,nan,7.54,0.017017602920532227,nan,7.54,0.014181852340698242,nan,7.79,0.011204004287719727,nan,7.79,0.017150402069091797,nan,7.79,0.015193939208984375,nan,7.79,0.020436525344848633,nan,8.74,0.011997222900390625,nan,8.74,0.0175931453704834,nan,8.74,0.007285356521606445,nan,8.74,0.006335020065307617,nan,7.29,0.018502473831176758,nan,7.29,0.014808893203735352,nan,7.29,0.017290115356445312,nan,7.29,0.012914657592773438,nan,7.07,0.012644290924072266,nan,7.07,0.017737150192260742,nan,7.07,0.018153905868530273,nan,7.07,0.0175323486328125,nan,7.23,0.0176694393157959,nan,7.23,0.016497373580932617,nan,7.23,0.014819622039794922,nan,7.23,0.01978445053100586,nan,7.03,0.020226478576660156,nan,7.03,0.01908731460571289,nan,7.03,0.019290447235107422,nan,7.03,0.016607999801635742,nan,7.49,0.010388612747192383,nan,7.49,0.013699531555175781,nan,7.49,0.016910076141357422,nan,7.49,0.014419794082641602,nan,7.44,0.012221336364746094,nan,7.44,0.016702651977539062,nan,7.44,0.020406723022460938,nan,7.44,0.00942683219909668,nan,7.24,0.015300750732421875,nan,7.24,0.01603221893310547,nan,7.24,0.01773381233215332,nan,7.24,0.019195556640625,nan,11.78,0.021422863006591797,<not supported>,11.78,10.044513940811157,<not supported>,11.78,10.025059223175049,<not supported>,11.78,10.032763004302979,<not supported>,12.8,10.03994345664978,<not supported>,12.8,10.03994345664978,<not supported>,12.8,10.03994345664978,<not supported>,12.8,10.03994345664978,<not supported>,11.74,10.047410488128662,<not supported>,11.74,10.047410488128662,<not supported>,11.74,10.047410488128662,<not supported>,11.74,10.047410488128662,<not supported>,12.51,10.034994125366211,<not supported>,12.51,10.034994125366211,<not supported>,12.51,10.034994125366211,<not supported>,12.51,10.034994125366211,<not supported>,11.76,10.046094179153442,<not supported>,11.76,10.046094179153442,<not supported>,11.76,10.046094179153442,<not supported>,11.76,10.046094179153442,<not supported>,11.76,10.039713144302368,<not supported>,11.76,10.039713144302368,<not supported>,11.76,10.039713144302368,<not supported>,11.76,10.039713144302368
stress-ng --cpu 1 --cpu-method apery --timeout 10s,4650978737,10.87,10.057660102844238,4650047270,10.87,10.057660102844238,<not supported>,10.87,10.057660102844238,261533,10.87,10.057660102844238,1516,11.71,10.077780961990356,529,11.71,10.077780961990356,263,11.71,10.077780961990356,7,11.71,10.077780961990356,4639189747,10.83,10.05358338356018,1005,10.83,10.05358338356018,4638258339,10.83,10.05358338356018,707,10.83,10.05358338356018,2989,10.85,10.05364179611206,9298263983,10.85,10.05364179611206,126190,10.85,10.05364179611206,43420,10.85,10.05364179611206,48,10.86,10.062676429748535,0,10.86,10.062676429748535,9278304254,10.86,10.062676429748535,128757,10.86,10.062676429748535,34893845896,10.82,10.058053731918335,11630,10.82,10.058053731918335,34306,10.82,10.058053731918335,28889422598,10.82,10.058053731918335,106195742471,11.76,10.056992292404175,0,11.76,10.056992292404175,5590092764,11.76,10.056992292404175,34833520813,11.76,10.056992292404175,<not supported>,11.07,10.047408103942871,<not supported>,11.07,10.027181386947632,<not supported>,11.07,10.030401945114136,<not supported>,11.07,10.025588989257812,5902,10.84,10.049513578414917,173340648786,10.84,10.049513578414917,2674760,10.84,10.049513578414917,6082713,10.84,10.049513578414917,<not supported>,10.85,10.049239873886108,<not supported>,10.85,10.02768611907959,nan,10.85,0.006007194519042969,nan,10.85,0.006943464279174805,nan,7.44,0.01951885223388672,nan,7.44,0.010550975799560547,nan,7.44,0.013265609741210938,nan,7.44,0.020214080810546875,nan,7.12,0.018120765686035156,nan,7.12,0.020180225372314453,nan,7.12,0.020963191986083984,nan,7.12,0.01734304428100586,nan,7.46,0.009852170944213867,nan,7.46,0.01433253288269043,nan,7.46,0.019742488861083984,nan,7.46,0.018393278121948242,nan,7.66,0.019664525985717773,nan,7.66,0.017259836196899414,nan,7.66,0.0070111751556396484,nan,7.66,0.015701770782470703,nan,7.5,0.020200252532958984,nan,7.5,0.011709213256835938,nan,7.5,0.019083499908447266,nan,7.5,0.009496212005615234,nan,8.11,0.018520593643188477,nan,8.11,0.013805389404296875,nan,8.11,0.008826017379760742,nan,8.11,0.008096933364868164,nan,8.02,0.014916658401489258,nan,8.02,0.013265371322631836,nan,8.02,0.014791250228881836,nan,8.02,0.016054630279541016,nan,7.37,0.015512704849243164,nan,7.37,0.014580011367797852,nan,7.37,0.019681215286254883,nan,7.37,0.01496434211730957,nan,7.6,0.015125274658203125,nan,7.6,0.019679546356201172,nan,7.6,0.015116214752197266,nan,7.6,0.01941061019897461,nan,7.67,0.009479999542236328,nan,7.67,0.018054962158203125,nan,7.67,0.011893987655639648,nan,7.67,0.02140069007873535,nan,10.93,0.016012907028198242,<not supported>,10.93,10.041706562042236,<not supported>,10.93,10.027056217193604,<not supported>,10.93,10.027122735977173,<not supported>,10.8,10.038434028625488,<not supported>,10.8,10.038434028625488,<not supported>,10.8,10.038434028625488,<not supported>,10.8,10.038434028625488,<not supported>,10.83,10.037201404571533,<not supported>,10.83,10.037201404571533,<not supported>,10.83,10.037201404571533,<not supported>,10.83,10.037201404571533,<not supported>,10.81,10.037792444229126,<not supported>,10.81,10.037792444229126,<not supported>,10.81,10.037792444229126,<not supported>,10.81,10.037792444229126,<not supported>,10.81,10.038355827331543,<not supported>,10.81,10.038355827331543,<not supported>,10.81,10.038355827331543,<not supported>,10.81,10.038355827331543,<not supported>,10.83,10.037359714508057,<not supported>,10.83,10.037359714508057,<not supported>,10.83,10.037359714508057,<not supported>,10.83,10.037359714508057
